state,downstream_hazard_potential,incident_driver,owner_type,dam_type,primary_purpose_s,eap,dam_height,max_storage_ac_ft,surface_area_acres,year_completed,latitude,longitude,year_modified,incident_date_year,incident_date_month,incident_date_day,incident_time_year,incident_time_month,incident_time_day,incident_time_hour,number_of_people_evacuated,number_of_habitable_structures_evacuated,number_of_habitable_structures_flooded,volume_released_at_failure_ac_ft,incident_duration
3,4,3,0,0,9,2,35,147,9,1981,39.8979,-105.013,-1,1970,1,1,1970,1,1,0,1,1,1,1,0
18,1,3,1,43,26,2,24,1736,350,1928,44.7433,-75.0054,-1,1970,1,1,1970,1,1,0,0,0,0,1,42
28,0,3,1,0,1,1,24,168,20,1968,41.6575,-80.7983,-1,1970,1,1,1970,1,1,0,0,0,0,1,11
24,0,2,2,4,1,0,10,1250,138,1954,45.7117,-84.9067,-1,1970,1,1,1970,1,1,0,0,1,0,1,0
6,4,2,1,0,1,1,30,192,11,1974,30.776,-96.4889,-1,1970,1,1,1970,1,1,0,1,1,1,1,0
11,3,0,3,2,7,3,1,-1,0,-1,0,0,-1,1970,1,1,1970,1,1,0,1,1,1,1,0
28,4,3,3,0,12,1,59,818,27,1962,39.91,-81.72,-1,1970,1,1,1970,1,1,0,0,1,1,1,0
28,0,1,1,0,12,2,30,72.3,5,1968,39.7167,-81.7725,-1,1970,1,1,1970,1,1,0,1,1,1,1,0
8,4,5,1,0,67,0,22,3150,128,1938,44.6433,-100.427,-1,1970,1,1,1970,1,1,0,1,1,1,1,0
0,1,0,0,0,13,2,43,10430,479,1965,33.507,-88.932,2003,1970,1,1,1970,1,1,0,1,1,1,1,0
0,1,3,0,0,13,2,43,10430,479,1965,33.505,-88.9317,2003,1970,1,1,1970,1,1,0,1,8,0,41,0
6,4,3,1,0,1,1,14,92,25,1956,32.6857,-95.8896,-1,1970,1,1,1970,1,1,0,0,1,0,1,0
6,0,5,0,3,10,0,15,108,18,1963,31.795,-97.5765,-1,1970,1,1,1970,1,1,0,1,1,1,1,0
26,1,0,0,0,13,2,74,1077,7,1957,48.7304,-97.9466,1985,1970,1,1,1970,1,1,0,0,1,0,1,0
17,1,0,1,4,9,2,25,-1,796,1922,40.9562,-74.0291,-1,1970,1,1,1970,1,1,0,0,1,1,1,0
19,0,0,1,4,1,2,12,125,24,1901,45.2569,-89.2486,1950,1970,1,1,1970,1,1,0,0,0,0,66,1
15,1,3,2,26,68,2,770,3540000,15800,1968,39.5388,-121.485,-1,1970,1,1,1970,1,1,0,23,6,1,1,43
28,4,3,9,0,1,2,28,146,11,1955,41.06,-81.77,-1,1970,1,1,1970,1,1,0,14,1,1,1,0
21,1,1,1,0,1,2,28,695,26,1959,37.4066,-87.518,-1,1970,1,1,1970,1,1,0,0,0,0,1,0
19,0,2,2,0,1,2,8,100,28,-1,45.1701,-89.4056,-1,1970,1,1,1970,1,1,0,0,0,0,1,44
19,3,2,3,2,7,3,0,0,0,0,0,0,-1,1970,1,1,1970,1,1,0,0,0,0,1,0
19,3,2,3,2,7,3,0,0,0,0,0,0,-1,1970,1,1,1970,1,1,0,0,0,0,1,0
19,3,3,3,2,7,3,0,0,0,0,0,0,-1,1970,1,1,1970,1,1,0,1,1,1,1,0
9,1,6,1,44,26,2,122,127500,4110,1928,35.8214,-81.1922,-1,1970,1,1,1970,1,1,0,0,1,1,1,0
21,4,0,2,6,1,2,46,6200,98,1961,37.5584,-83.3696,-1,1970,1,1,1970,1,1,0,5,6,3,1,0
19,4,0,0,4,1,2,20,340,27,1931,46.5356,-92.1208,-1,1970,1,1,1970,1,1,0,1,1,1,1,0
28,0,3,2,0,1,2,34,215.1,5,1967,40.2289,-81.9467,-1,1970,1,1,1970,1,1,0,0,0,0,1,0
11,1,2,2,45,1,2,7,2067,420,1906,41.2808,-75.0869,2001,1970,1,1,1970,1,1,0,0,0,0,1,0
6,4,0,1,0,7,1,20,96,12,1997,32.9279,-95.2115,-1,1970,1,1,1970,1,1,0,1,1,1,1,0
4,1,7,0,17,16,2,87,4300,125,1964,37.67,-79.2767,-1,1970,1,1,1970,1,1,0,0,1,0,3,0
1,0,0,2,0,1,1,10,233,53,1930,34.3283,-79.2617,-1,1970,1,1,1970,1,1,0,0,0,0,1,8
0,0,3,0,0,13,1,42,2052,116,1964,33.4602,-89.9398,-1,1970,1,1,1970,1,1,0,0,0,0,67,0
27,1,0,1,0,1,0,15,140,13,1991,33.4821,-84.5683,-1,1970,1,1,1970,1,1,0,5,6,3,1,0
18,4,0,1,0,20,2,15,1100,150,1980,43.9219,-73.5356,-1,1970,1,1,1970,1,1,0,1,1,1,1,0
11,1,2,0,46,9,2,151,27600,462,1998,40.9306,-75.5625,-1,1970,1,1,1970,1,1,0,0,0,0,3,45
11,1,2,0,46,9,2,151,27600,462,1998,40.9306,-75.5625,-1,1970,1,1,1970,1,1,0,0,0,0,1,0
17,0,0,3,2,1,3,6,-1,0,-1,0,0,-1,1970,1,1,1970,1,1,0,0,1,1,1,0
1,4,0,1,0,1,1,10,48,7,1950,34.1467,-79.6067,-1,1970,1,1,1970,1,1,0,0,0,0,1,8
0,1,1,2,0,1,2,34,8112,700,1940,31.175,-90.5286,1990,1970,1,1,1970,1,1,0,0,1,0,1,0
6,1,0,1,0,1,2,18,50,7,1800,32.2065,-95.2822,-1,1970,1,1,1970,1,1,0,1,1,1,1,0
25,3,0,3,17,7,3,25,-1,0,-1,0,0,-1,1970,1,1,1970,1,1,0,1,1,13,1,0
6,4,0,0,0,13,1,31,1584,34,1971,33.3175,-96.2546,2010,1970,1,1,1970,1,1,0,0,0,0,1,0
28,4,2,1,0,1,1,22,43.2,5,1965,38.93,-82.27,-1,1970,1,1,1970,1,1,0,0,1,0,68,0
3,1,0,1,47,9,2,84,140,4,2006,40.0491,-105.312,-1,1970,1,1,1970,1,1,0,1,1,1,1,0
15,0,2,7,0,9,0,42,324,9,1911,39.3191,-121.129,-1,1970,1,1,1970,1,1,0,0,1,0,3,0
18,1,8,1,0,1,2,12,26,5,1968,41.16,-74.1778,-1,1970,1,1,1970,1,1,0,0,0,0,1,0
1,4,0,1,0,1,2,14,263,35,1900,33.9433,-80.91,-1,1970,1,1,1970,1,1,0,1,1,1,1,0
0,0,3,1,0,1,0,23,350,0,-1,32.0683,-89.9983,-1,1970,1,1,1970,1,1,0,1,0,0,1,0
6,4,0,1,0,7,1,33,250,22,1968,32.1681,-98.6749,2005,1970,1,1,1970,1,1,0,1,1,1,1,0
6,4,0,1,0,27,1,17,30,4,1953,31.8054,-95.1914,-1,1970,1,1,1970,1,1,0,1,1,1,1,0
8,0,0,0,0,1,0,28,1200,0,1935,43.385,-98.8867,1973,1970,1,1,1970,1,1,0,3,2,2,1,0
17,4,0,1,4,1,2,16,-1,45,-1,39.636,-74.6607,-1,1970,1,1,1970,1,1,0,0,1,1,3,0
6,1,0,0,0,6,2,33,1706,24,1966,30.0194,-97.8791,-1,1970,1,1,1970,1,1,0,1,1,1,1,0
6,1,0,0,0,13,2,36,1309,33,1963,30.0631,-97.8003,-1,1970,1,1,1970,1,1,0,1,1,1,1,0
6,0,0,0,0,2,0,37,2250,39,1962,30.0466,-97.7746,-1,1970,1,1,1970,1,1,0,1,1,1,1,0
6,1,0,0,0,13,2,28,2936,55,1963,30.0359,-97.7727,-1,1970,1,1,1970,1,1,0,1,1,1,1,0
6,4,0,0,0,13,1,41,3642,20,1975,30.0037,-97.7399,-1,1970,1,1,1970,1,1,0,1,1,1,1,0
6,1,0,0,0,13,2,35,5312,51,1969,29.9999,-97.709,-1,1970,1,1,1970,1,1,0,1,1,1,1,0
6,1,0,0,0,13,2,38,1603,43,1969,29.9842,-97.8574,-1,1970,1,1,1970,1,1,0,1,1,1,1,0
6,1,0,0,0,4,2,38,3368,41,1963,30.0024,-97.8395,2012,1970,1,1,1970,1,1,0,1,1,1,1,0
6,1,0,0,0,13,2,36,5663,142,1967,30.0022,-97.8229,-1,1970,1,1,1970,1,1,0,1,1,1,1,0
6,1,0,0,0,13,2,40,498,11,1975,29.9674,-97.7949,-1,1970,1,1,1970,1,1,0,1,1,1,1,0
28,1,0,2,0,1,2,22,96,4,1938,38.69,-83.17,-1,1970,1,1,1970,1,1,0,0,0,0,1,0
18,4,0,4,48,63,2,32,1030,0,-1,41.3553,-74.0525,1948,1970,1,1,1970,1,1,0,1,1,1,1,0
17,0,0,1,4,1,0,20,76,18,1923,39.7001,-75.3319,-1,1970,1,1,1970,1,1,0,0,0,0,69,1
17,0,3,0,4,1,0,8,-1,18,-1,40.3571,-74.0862,-1,1970,1,1,1970,1,1,0,0,1,0,3,0
35,1,0,1,0,7,2,55,20504,1593,1912,42.8787,-111.943,1949,1970,1,1,1970,1,1,0,0,1,1,1,46
18,1,0,7,0,16,2,22,1149,93,1800,41.1417,-74.2111,-1,1970,1,1,1970,1,1,0,1,1,1,1,0
35,0,0,2,17,27,0,28,600,600,1941,42.7083,-115.477,-1,1970,1,1,1970,1,1,0,5,6,3,1,0
6,0,0,0,0,69,0,35,2988,0,1939,32.2093,-101.269,-1,1970,1,1,1970,1,1,0,1,1,1,1,0
40,0,5,4,0,3,1,8,50,0,1900,44,-121,-1,1970,1,1,1970,1,1,0,24,1,1,1,0
40,0,5,4,0,3,1,8,50,0,1900,44,-121,-1,1970,1,1,1970,1,1,0,1,1,1,1,0
6,0,5,1,0,1,0,18,52,0,1977,32.7699,-97.1434,-1,1970,1,1,1970,1,1,0,1,1,1,1,0
28,0,3,1,0,1,1,26,56,6,1957,40.7083,-81.17,-1,1970,1,1,1970,1,1,0,0,0,0,1,15
7,3,0,3,2,7,3,1,-1,0,-1,0,0,-1,1970,1,1,1970,1,1,0,1,1,1,1,0
3,3,5,3,2,7,3,1,-1,0,-1,0,0,-1,1970,1,1,1970,1,1,0,1,1,1,1,0
4,2,3,1,0,1,2,26,180,15,1968,37.7873,-77.9736,-1,1970,1,1,1970,1,1,0,0,0,0,1,0
11,0,0,2,30,1,0,7,62,12,1919,41.8617,-75.6667,-1,1970,1,1,1970,1,1,0,0,1,1,1,6
18,1,3,0,0,20,2,24,2510,232,1931,41.4575,-73.5433,-1,1970,1,1,1970,1,1,0,1,1,1,1,11
4,0,6,2,0,1,2,39,109,2,1960,38.0067,-78.4883,-1,1970,1,1,1970,1,1,0,1,1,1,1,0
3,4,2,1,0,39,2,25,32690,1930,1896,38.2717,-102.636,-1,1970,1,1,1970,1,1,0,1,1,1,1,0
11,1,0,0,0,9,2,100,57400,845,1912,40.1822,-78.9431,2005,1970,1,1,1970,1,1,0,1,1,0,1,0
8,0,5,0,0,1,0,17,865,87,1937,43.9967,-102.132,-1,1970,1,1,1970,1,1,0,1,1,1,1,0
33,0,0,1,0,7,0,14,90,8,-1,43.4182,-72.9319,-1,1970,1,1,1970,1,1,0,0,0,0,70,0
6,1,0,1,0,2,1,30,272,29,1912,33.7916,-96.6105,-1,1970,1,1,1970,1,1,0,1,1,1,1,0
25,4,0,1,0,1,1,24,150,11,1940,48.3228,-119.998,1992,1970,1,1,1970,1,1,0,0,0,0,1,0
3,0,0,3,2,7,3,1,-1,0,-1,0,0,-1,1970,1,1,1970,1,1,0,1,1,1,1,0
19,0,0,0,4,1,1,12,420,150,1938,46.2174,-92.2255,1964,1970,1,1,1970,1,1,0,0,0,0,1,0
3,0,0,3,2,7,3,1,-1,0,-1,0,0,-1,1970,1,1,1970,1,1,0,1,1,1,1,0
4,2,3,3,2,7,3,1,-1,0,-1,0,0,-1,1970,1,1,1970,1,1,0,1,1,1,1,0
38,3,5,3,2,7,3,1,-1,0,-1,0,0,-1,1970,1,1,1970,1,1,0,1,1,1,1,0
6,4,2,1,0,7,2,16,115,7,1994,30.1497,-95.6966,1995,1970,1,1,1970,1,1,0,1,1,1,1,0
9,1,0,1,0,50,1,19,20,0,-1,35.0267,-79.0222,2003,1970,1,1,1970,1,1,0,1,0,1,1,1
6,4,2,1,0,0,1,27,80,1,1986,32.8258,-97.6353,-1,1970,1,1,1970,1,1,0,1,1,1,1,0
18,4,0,1,1,1,1,26,104,12,-1,42.0106,-73.8728,-1,1970,1,1,1970,1,1,0,1,1,1,1,0
16,0,3,4,0,3,0,13,348.1,0,1940,39.0269,-76.7967,1989,1970,1,1,1970,1,1,0,1,1,1,1,0
4,2,0,3,2,7,3,1,-1,0,-1,0,0,-1,1970,1,1,1970,1,1,0,1,1,1,1,0
26,1,0,0,0,6,2,49,11658,223,1962,48.7779,-97.7494,-1,1970,1,1,1970,1,1,0,25,1,0,1,0
19,1,2,7,4,1,2,25,68000,4200,1925,46.1385,-89.8854,-1,1970,1,1,1970,1,1,0,0,0,0,1,0
6,0,2,1,0,9,0,22,2949,300,1948,32.4961,-95.6764,2010,1970,1,1,1970,1,1,0,1,1,1,1,0
9,4,0,2,0,1,2,15,2304,0,-1,35.2258,-78.6528,2011,1970,1,1,1970,1,1,0,0,1,4,3,0
9,4,0,2,0,1,2,15,2304,0,-1,35.2258,-78.6528,2011,1970,1,1,1970,1,1,0,1,0,1,1,47
16,0,3,2,0,1,0,12,91,12,1950,38.3678,-75.6749,1996,1970,1,1,1970,1,1,0,1,1,1,1,0
16,0,0,2,0,1,0,12,91,12,1950,38.3678,-75.6749,1996,1970,1,1,1970,1,1,0,1,1,1,1,0
6,0,0,1,0,50,0,20,544,22,1960,32.2407,-96.4891,-1,1970,1,1,1970,1,1,0,1,1,1,1,0
6,0,0,0,0,6,0,27,1513,66,1957,31.778,-96.6645,-1,1970,1,1,1970,1,1,0,1,1,1,1,0
6,0,0,0,0,13,0,31,2466,50,1972,32.0227,-96.835,-1,1970,1,1,1970,1,1,0,1,1,1,1,0
6,0,0,0,0,13,0,44,533,12,1970,31.9329,-96.699,-1,1970,1,1,1970,1,1,0,0,1,0,1,0
6,0,0,0,0,13,0,31,886,19,1970,31.8655,-96.7147,-1,1970,1,1,1970,1,1,0,0,1,0,1,0
6,0,0,0,0,13,0,31,886,19,1970,31.8655,-96.7147,-1,1970,1,1,1970,1,1,0,1,1,1,1,0
6,0,0,0,0,70,0,35,595,27,1964,31.8752,-96.7061,-1,1970,1,1,1970,1,1,0,0,1,0,1,0
6,0,0,0,0,70,0,29,595,27,1964,31.8752,-96.7061,-1,1970,1,1,1970,1,1,0,1,1,1,1,0
6,0,0,0,0,13,0,22,237,8,1970,31.8878,-96.6949,2005,1970,1,1,1970,1,1,0,0,1,0,1,0
6,0,0,0,0,13,0,30,791,36,1970,31.8914,-96.6901,-1,1970,1,1,1970,1,1,0,0,1,0,1,0
6,0,0,0,0,13,0,30,791,36,1970,31.8914,-96.6901,-1,1970,1,1,1970,1,1,0,1,1,1,1,0
6,0,0,0,0,13,0,30,281,12,1970,31.8939,-96.684,2005,1970,1,1,1970,1,1,0,1,1,1,1,0
6,0,0,0,0,13,0,26,638,30,1970,31.9069,-96.6653,-1,1970,1,1,1970,1,1,0,0,1,0,1,0
6,0,0,0,0,13,0,26,638,30,1970,31.9069,-96.6653,-1,1970,1,1,1970,1,1,0,1,1,1,1,0
6,0,0,0,0,13,0,21,340,16,1970,31.9011,-96.6474,-1,1970,1,1,1970,1,1,0,1,1,1,1,0
6,0,0,0,0,13,0,22,2149,53,1966,31.8111,-96.6272,-1,1970,1,1,1970,1,1,0,0,1,0,1,0
6,0,0,0,0,13,0,25,926,18,1961,31.969,-96.5914,-1,1970,1,1,1970,1,1,0,1,1,1,1,0
6,0,0,0,0,13,0,34,753,21,1977,32.0257,-96.603,-1,1970,1,1,1970,1,1,0,1,1,1,1,0
6,1,0,0,0,13,2,29,5380,70,1971,32.0595,-96.578,2011,1970,1,1,1970,1,1,0,1,1,1,1,0
6,0,0,0,0,13,0,22,1298,50,1965,31.8308,-96.5963,-1,1970,1,1,1970,1,1,0,0,1,0,1,0
6,0,0,0,0,13,0,22,1298,50,1965,31.8308,-96.5963,-1,1970,1,1,1970,1,1,0,1,1,1,1,0
6,0,0,0,0,13,0,22,974,42,1964,31.8398,-96.608,2005,1970,1,1,1970,1,1,0,0,1,0,1,0
6,0,0,0,0,13,0,22,974,42,1964,31.8398,-96.608,2005,1970,1,1,1970,1,1,0,1,1,1,1,0
6,0,0,0,0,13,0,30,1764,30,1963,31.8507,-96.5642,-1,1970,1,1,1970,1,1,0,0,1,0,1,0
6,0,0,0,0,13,0,31,796,29,1962,31.7883,-96.6242,-1,1970,1,1,1970,1,1,0,0,1,0,1,0
6,0,0,0,0,13,0,20,303,8,1963,31.7907,-96.6186,-1,1970,1,1,1970,1,1,0,0,1,0,1,0
6,0,0,0,0,8,0,35,5838,56,1963,31.8705,-96.5676,2010,1970,1,1,1970,1,1,0,0,1,0,1,0
6,0,0,0,0,8,0,35,5838,56,1963,31.8705,-96.5676,2010,1970,1,1,1970,1,1,0,1,1,1,1,0
6,0,0,0,0,13,0,30,414,0,1961,32.0568,-96.9137,-1,1970,1,1,1970,1,1,0,1,1,1,1,0
6,0,0,0,0,13,0,27,309,11,1961,32.0436,-96.9001,-1,1970,1,1,1970,1,1,0,1,1,1,1,0
6,0,0,0,0,13,0,28,329,13,1961,32.0036,-96.8563,-1,1970,1,1,1970,1,1,0,1,1,1,1,0
6,0,0,0,0,13,0,30,516,17,1964,31.8284,-96.7323,-1,1970,1,1,1970,1,1,0,1,1,1,1,0
6,0,0,0,0,13,0,58,2778,32,1965,32.0001,-96.9873,-1,1970,1,1,1970,1,1,0,1,1,1,1,0
6,0,0,0,0,13,0,33,440,12,1977,31.9848,-96.9399,-1,1970,1,1,1970,1,1,0,1,1,1,1,0
6,0,0,0,0,13,0,24,284,12,1964,31.9827,-96.8903,-1,1970,1,1,1970,1,1,0,1,1,1,1,0
6,0,0,0,0,13,0,24,1036,35,1964,31.8203,-96.7322,-1,1970,1,1,1970,1,1,0,0,1,0,1,0
6,0,0,0,0,13,0,24,1036,35,1964,31.8203,-96.7322,-1,1970,1,1,1970,1,1,0,1,1,1,1,0
6,4,0,0,0,13,1,33,535,21,1981,31.9498,-96.935,-1,1970,1,1,1970,1,1,0,1,1,1,1,0
6,4,0,0,0,13,1,25,704,16,1979,31.9619,-96.9201,-1,1970,1,1,1970,1,1,0,1,1,1,1,0
6,0,0,0,0,13,0,34,703,32,1974,31.8944,-96.9638,1992,1970,1,1,1970,1,1,0,1,1,1,1,0
6,4,0,0,0,13,1,32,1222,44,1974,31.8999,-96.9482,-1,1970,1,1,1970,1,1,0,1,1,1,1,0
6,0,0,0,0,13,0,25,429,16,1974,31.8854,-96.8571,-1,1970,1,1,1970,1,1,0,1,1,1,1,0
6,0,0,0,0,13,0,32,1474,37,1979,31.8732,-96.8663,-1,1970,1,1,1970,1,1,0,1,1,1,1,0
6,0,0,0,0,13,0,30,734,12,1977,31.817,-96.8798,-1,1970,1,1,1970,1,1,0,1,1,1,1,0
6,0,0,0,0,70,0,30,450,13,1986,31.8544,-96.926,-1,1970,1,1,1970,1,1,0,1,1,1,1,0
6,0,0,0,0,13,0,36,4391,126,1972,32.0185,-96.844,-1,1970,1,1,1970,1,1,0,1,1,1,1,0
4,0,3,1,0,1,0,16,50,0,1956,37.3412,-77.4463,-1,1970,1,1,1970,1,1,0,1,1,1,1,0
11,1,2,0,0,9,2,62,1200,38,1914,40.8428,-76.2475,2011,1970,1,1,1970,1,1,0,0,1,1,1,0
28,1,2,0,0,0,1,30,135,7,1959,38.8839,-82.3892,-1,1970,1,1,1970,1,1,0,0,0,0,1,15
17,0,0,1,0,1,0,10,-1,2,0,40.945,-73.948,-1,1970,1,1,1970,1,1,0,5,6,3,1,0
6,4,0,1,0,9,0,11,106,15,1968,28.9694,-98.4431,-1,1970,1,1,1970,1,1,0,1,1,1,1,0
16,0,0,0,0,7,0,10,119,8,1964,39.7067,-76.08,2012,1970,1,1,1970,1,1,0,1,1,1,1,31
3,4,2,2,0,5,2,50,766,41,1956,37.8914,-107.176,-1,1970,1,1,1970,1,1,0,0,0,0,1,48
14,0,5,1,0,27,0,13,123,8,1960,42.0682,-98.4091,-1,1970,1,1,1970,1,1,0,0,0,0,15,0
6,4,0,1,0,1,1,13,22,0,1800,30.1242,-97.3424,-1,1970,1,1,1970,1,1,0,1,1,1,1,0
0,2,0,0,0,1,0,32,886,36,1973,31.432,-91.4046,-1,1970,1,1,1970,1,1,0,0,0,0,1,0
6,0,2,1,0,13,0,20,560,0,1938,31.5887,-106.107,-1,1970,1,1,1970,1,1,0,1,1,1,1,0
0,1,0,1,0,1,1,17,84,8,1964,32.2011,-89.9617,-1,1970,1,1,1970,1,1,0,1,0,4,1,0
28,0,3,1,0,0,1,34,109.9,8,1964,41.0717,-80.7958,-1,1970,1,1,1970,1,1,0,0,0,0,1,0
11,1,2,2,10,9,2,53,50,2,-1,40.8331,-77.7556,-1,1970,1,1,1970,1,1,0,0,1,1,1,49
16,1,0,0,49,46,2,134,22000,773,1953,39.1167,-76.8751,2014,1970,1,1,1970,1,1,0,26,1,1,1,0
6,0,5,1,0,9,0,20,216,18,1962,30.9065,-97.2317,-1,1970,1,1,1970,1,1,0,1,1,1,1,0
7,1,5,3,0,7,3,1991,-1,0,-1,0,0,-1,1970,1,1,1970,1,1,0,1,1,1,1,0
8,0,0,2,0,1,0,38,950,32,1935,0,0,-1,1970,1,1,1970,1,1,0,1,1,1,1,0
16,0,0,1,0,3,0,20,91,6,1970,38.5047,-76.6134,1970,1970,1,1,1970,1,1,0,0,0,0,1,50
6,0,0,0,0,1,0,23,680,0,1953,31.8003,-95.1967,-1,1970,1,1,1970,1,1,0,1,1,1,1,0
6,0,0,0,0,1,0,23,680,0,1953,31.8003,-95.1967,-1,1970,1,1,1970,1,1,0,1,1,1,1,0
11,1,2,2,10,1,1,42,3500,62,1960,39.89,-80.4494,-1,1970,1,1,1970,1,1,0,1,8,1,1,0
17,4,0,0,4,1,2,24,147,14,1930,41.0043,-74.587,-1,1970,1,1,1970,1,1,0,0,1,1,71,0
39,2,0,3,0,7,3,1,-1,0,-1,47,108,-1,1970,1,1,1970,1,1,0,0,1,0,1,0
1,0,0,1,0,1,1,25,228,20,1965,34.245,-79.67,-1,1970,1,1,1970,1,1,0,0,0,0,1,8
15,0,2,3,2,8,3,16,-1,0,2006,37,-122,-1,1970,1,1,1970,1,1,0,0,1,0,1,0
32,4,8,0,50,71,2,11,4680,1158,1896,44.5224,-69.7971,1956,1970,1,1,1970,1,1,0,0,0,0,1,0
4,3,5,3,0,12,3,100,-1,0,-1,0,0,-1,1970,1,1,1970,1,1,0,1,1,1,1,0
15,3,7,3,40,7,3,142,-1,0,-1,0,0,-1,1970,1,1,1970,1,1,0,27,1,1,1,0
6,4,0,3,0,1,3,25,-1,0,1960,0,0,-1,1970,1,1,1970,1,1,0,0,1,0,1,0
0,0,0,1,0,1,0,16,200,14,2006,33.7639,-88.3619,-1,1970,1,1,1970,1,1,0,1,0,0,1,0
11,3,5,3,2,7,3,1,-1,0,-1,0,0,-1,1970,1,1,1970,1,1,0,1,1,1,1,0
24,1,0,1,51,26,2,36,15000,1526,1925,43.6769,-84.3803,-1,1970,1,1,1970,1,1,0,28,7,8,72,0
44,1,3,0,0,13,2,40,70,0,1919,37.1292,-113.637,-1,1970,1,1,1970,1,1,0,1,1,14,73,0
16,3,5,3,2,7,3,1,-1,0,-1,0,0,-1,1970,1,1,1970,1,1,0,1,1,1,1,0
17,0,0,1,4,1,0,35,96,8,-1,41.1837,-74.5632,-1,1970,1,1,1970,1,1,0,0,1,1,3,0
18,4,0,1,10,26,2,28,795,150,1909,42.8936,-73.5887,2000,1970,1,1,1970,1,1,0,1,1,1,1,0
14,0,2,1,0,8,0,21,260,11,2018,40.1993,-97.098,-1,1970,1,1,1970,1,1,0,0,0,0,74,0
19,0,2,0,4,11,1,8,700,117,1937,42.9828,-88.5088,1938,1970,1,1,1970,1,1,0,0,0,0,1,0
18,4,0,1,52,1,2,16,16,2,1912,41.4047,-74.1514,-1,1970,1,1,1970,1,1,0,1,1,1,1,0
1,0,0,1,0,1,1,14,85,12,1945,33.595,-81.2867,-1,1970,1,1,1970,1,1,0,1,1,1,1,0
1,0,0,1,0,1,1,17,308,35,1955,33.6467,-81.2117,-1,1970,1,1,1970,1,1,0,1,1,1,1,0
1,0,0,1,0,1,1,36,132,18,1963,33.5883,-81.345,-1,1970,1,1,1970,1,1,0,1,1,1,1,0
1,0,0,1,0,1,1,18,106,25,1938,33.5833,-80.5967,-1,1970,1,1,1970,1,1,0,1,1,1,1,0
1,0,0,1,0,1,1,15,109,21,1930,33.56,-80.7383,-1,1970,1,1,1970,1,1,0,1,1,1,1,0
1,0,0,1,0,1,1,15,263,36,1900,33.8133,-80.09,-1,1970,1,1,1970,1,1,0,1,1,1,1,0
1,0,0,1,0,1,1,15,91,26,1960,33.6533,-80.4433,-1,1970,1,1,1970,1,1,0,1,1,1,1,0
1,0,0,1,0,1,1,13,320,34,1900,33.8483,-80.005,-1,1970,1,1,1970,1,1,0,1,1,1,1,0
1,0,0,1,0,1,1,16,92,34,1875,33.6533,-80.495,-1,1970,1,1,1970,1,1,0,1,1,1,1,0
1,0,0,1,0,1,1,9,144,24,1955,33.7333,-80.0917,-1,1970,1,1,1970,1,1,0,0,0,0,1,8
1,4,0,1,0,1,1,20,357,28,1957,34.42,-79.9417,-1,1970,1,1,1970,1,1,0,1,1,1,1,0
1,0,0,1,0,1,1,15,209,22,1961,34.2533,-79.835,-1,1970,1,1,1970,1,1,0,0,0,0,1,8
1,0,0,1,0,1,1,20,112,7,1955,34.1117,-80.7517,-1,1970,1,1,1970,1,1,0,1,1,1,1,0
1,4,0,1,0,8,2,15,312,24,1930,0,0,1998,1970,1,1,1970,1,1,0,1,1,1,1,0
1,4,0,0,0,1,2,14,359,64,1900,33.9583,-81.26,-1,1970,1,1,1970,1,1,0,1,1,1,1,0
1,0,0,1,0,1,1,14,72,10,1910,33.73,-81.0367,-1,1970,1,1,1970,1,1,0,1,1,1,1,0
1,1,3,1,0,1,2,23,93,6,1950,34.0633,-81.19,1989,1970,1,1,1970,1,1,0,1,1,1,1,0
1,4,0,1,0,1,2,13,108,15,1920,33.525,-80.935,-1,1970,1,1,1970,1,1,0,1,1,1,1,0
1,0,0,1,0,1,1,10,181,32,1960,33.5217,-80.515,-1,1970,1,1,1970,1,1,0,1,1,1,1,0
1,4,0,1,0,1,2,13,182,25,1960,33.5333,-81.2367,-1,1970,1,1,1970,1,1,0,1,1,1,1,0
1,0,0,1,0,1,1,14,87,12,1960,33.6367,-81.16,-1,1970,1,1,1970,1,1,0,1,1,1,1,0
1,1,0,1,0,1,1,11,260,32,1900,34.115,-80.9833,-1,1970,1,1,1970,1,1,0,1,1,1,1,0
1,1,0,1,0,1,2,20,960,68,1938,34.0483,-80.9583,1988,1970,1,1,1970,1,1,0,1,1,1,1,0
1,1,0,1,0,1,2,20,230,21,1900,34.0367,-80.955,-1,1970,1,1,1970,1,1,0,1,1,1,1,0
1,1,0,1,0,1,2,20,297,25,1955,34.04,-80.9517,-1,1970,1,1,1970,1,1,0,1,1,1,1,0
15,1,2,0,0,48,1,24,210,30,1910,40.4786,-124.108,-1,1970,1,1,1970,1,1,0,0,0,0,1,0
16,3,5,3,2,7,3,1,-1,0,-1,0,0,-1,1970,1,1,1970,1,1,0,1,1,1,1,0
24,1,0,1,17,38,2,57,15000,1100,1925,44.0411,-84.3419,-1,1970,1,1,1970,1,1,0,1,1,1,1,0
17,4,0,3,4,8,1,18,-1,69,-1,39.4876,-75.2584,-1,1970,1,1,1970,1,1,0,0,1,1,75,0
0,0,3,1,0,1,0,14,75,0,1970,34.625,-89.875,-1,1970,1,1,1970,1,1,0,2,0,0,1,0
0,0,1,1,0,1,0,14,75,0,1970,34.625,-89.875,-1,1970,1,1,1970,1,1,0,1,0,0,3,0
