state,downstream_hazard_potential,incident_date,incident_driver,incident_mechanism_1,incident_mechanism_2,incident_mechanism_3,eap_enacted_y_n_due_to_incident,owner_type,dam_type,primary_purpose_s,eap,dam_height,max_storage_ac_ft,surface_area_acres,year_completed,latitude,longitude,year_modified,incident_time,incident_duration,incident_report_produced
OH,H,7/1/2015,Hydrologic/Flooding,High Reservoir Level,-1,-1,No,P,RE,O,Y,30 ft,160.0,15,1922,41.3989,-81.3458,-1,-1,1 day,No
MD,L,8/5/2018,Other,Slope Stability,-1,-1,No,P,RE,R,NR,50 ft,113.0,3,1973,39.4172,-77.3268,2003,-1,1 year,No
TX,L,5/6/1969,Hydrologic/Flooding,Overtopping,-1,-1,-1,P,RE,R,NR,23 ft,290.0,10,1964,30.6749,-94.7424,-1,-1,-1,-1
TX,L,8/29/2017,Hydrologic/Flooding,Sinkhole,-1,-1,-1,P,RE,R,NR,23 ft,290.0,10,1964,30.6749,-94.7424,-1,-1,-1,-1
TX,L,6/21/1993,Structural Stability,Erosion,-1,-1,-1,P,RE,R,NR,28 ft,370.0,21,1945,31.6945,-95.5461,-1,-1,-1,-1
PA,H,11/12/2009,Seepage/Internal Erosion,Erosion,Spillway Chute Failure,-1,No,L,RE,R,Y,22 ft,271.0,24,1967,39.7414,-77.3719,2010,-1,-1,-1
TX,L,3/23/2012,Structural Stability,Slope Stability,-1,-1,No,P,RE,P,NR,35 ft,355.0,25,1963,32.585,-98.3183,-1,-1,-1,-1
OH,H,3/29/2023,Other,Slope Stability,-1,-1,No,S,RE,R,Y,53 ft,46605.0,1780,1916,41.1272,-80.9778,-1,-1,1 day,Yes
MD,L,3/1/2012,Unknown,Spillway Chute Failure,-1,-1,No,P,RE,R,NR,10 ft,26.0,0,1924,39.4563,-79.4648,-1,-1,-1,-1
VA,H,1/5/2022,Deterioration or Poor Condition,Spillway Pipe Failure,Spillway Riser Failure,-1,-1,P,RE,R,Y,41 ft,607.0,25,-1,38.2694,-77.2068,-1,-1,-1,-1
VA,H,1/5/2022,Deterioration or Poor Condition,Spillway Riser Failure,-1,-1,Yes,P,RE,R,Y,41 ft,607.0,25,-1,38.2694,-77.2068,-1,10:30,-1,Unknown
OH,H,12/27/2015,Hydrologic/Flooding,Erosion,-1,-1,No,P,RE,O,Y,25 ft,58.0,5,-1,39.1333,-84.09,-1,-1,-1,Yes
NY,L,9/6/2017,Seepage/Internal Erosion,Excessive/Increased Seepage,Piping,-1,No,L,RE,R,NR,17 ft,1093.0,62,1977,43.1141,-74.0097,-1,-1,1 week,No
MD,H,6/27/2006,Seepage/Internal Erosion,High Reservoir Level,Excessive/Increased Seepage,-1,Yes,L,RE,RC,Y,65 ft,7023.0,74,1965,39.114,-77.1295,2007,-1,-1,-1
NJ,S,8/27/2011,Hydrologic/Flooding,Overtopping,-1,-1,No,L,RE,R,Y,22 ft,143.0,13,1927,41.2145,-74.6257,-1,-1,-1,-1
AK,-1,4/29/1972,Seepage/Internal Erosion,Piping,-1,-1,No,-1,-1,-1,-1,-1,-1.0,0,-1,0.0,0.0,-1,-1,-1,-1
TX,L,7/1/2007,Hydrologic/Flooding,Overtopping,-1,-1,-1,P,RE,R,NR,16 ft,191.0,12,1957,32.6475,-95.2786,2008,-1,-1,-1
SC,S,10/8/2016,Hydrologic/Flooding,Unknown,-1,-1,No,P,RE,R,Y,15 ft,560.0,80,1955,34.1717,-79.8783,-1,-1,3 Days,No
MO,H,4/30/2011,Structural Stability,Sliding,-1,-1,No,P,RE,R,N,37 ft,1143.0,73,1960,37.2506,-90.0281,1993,-1,-1,-1
TX,L,9/1/1981,Hydrologic/Flooding,Overtopping,-1,-1,-1,P,RE,-1,NR,28 ft,550.0,30,1956,31.1743,-95.1855,-1,-1,-1,-1
PA,H,9/7/2011,Hydrologic/Flooding,Overtopping,Erosion,-1,No,P,RE,R,Y,6 ft,18.0,3,1910,40.1531,-76.5894,-1,-1,-1,-1
PA,S,9/17/2004,Hydrologic/Flooding,Overtopping,Erosion,Sinkhole,No,P,RE,-1,-1,13 ft,-1.0,0,-1,40.5434,-75.0803,-1,-1,1 DAY,-1
VA,H,2/23/2019,Deterioration or Poor Condition,Gate/Valve Failure,Spillway Pipe Failure,-1,-1,-1,-1,-1,-1,-1,-1.0,0,-1,0.0,0.0,-1,-1,-1,-1
PA,H,1/24/2018,Hydrologic/Flooding,Reservoir Overfilling,Other,-1,No,P,MSREST,R,Y,12 ft,1244.0,118,1946,41.5081,-75.4261,-1,-1,-1,No
PA,H,11/23/2017,Hydrologic/Flooding,Overtopping,-1,-1,Yes,P,MSREST,R,Y,12 ft,1244.0,118,1946,41.5081,-75.4261,-1,11:00:00 PM,2-3 DAYS,-1
WI,H,12/7/2015,Structural Stability,Cracking,-1,-1,-1,L,PGRE,R,Y,50 ft,15200.0,612,1967,43.5867,-90.0871,-1,-1,-1,-1
GA,H,4/30/2019,Hydrologic/Flooding,Erosion,-1,-1,Unknown,P,RE,R,N,33 ft,1579.0,75,1961,33.7042,-83.9797,-1,-1,-1,Unknown
TX,L,6/20/1993,Hydrologic/Flooding,Overtopping,-1,-1,-1,P,RE,P,NR,23 ft,300.0,26,1935,32.1947,-94.6472,-1,-1,-1,-1
MS,H,10/16/2013,Deterioration or Poor Condition,Spillway Chute Failure,-1,-1,No,P,RE,R,Y,28 ft,1803.0,135,1968,31.3167,-89.4322,1992,-1,-1,-1
MS,H,8/29/2012,Deterioration or Poor Condition,Spillway Pipe Failure,-1,-1,Yes,P,RE,R,Y,24 ft,1037.0,68,1969,31.2931,-89.4333,-1,-1,-1,-1
NJ,S,3/13/2010,Hydrologic/Flooding,Overtopping,-1,-1,-1,P,PGRE,R,Y,9 ft,376.0,79,-1,40.9698,-74.5972,-1,12:00 AM,-1,-1
PA,H,7/31/2009,Hydrologic/Flooding,Overtopping,-1,-1,Yes,P,MSST,R,Y,10 ft,834.0,63,1872,41.5953,-75.7664,-1,-1,-1,-1
VA,-1,8/3/2018,Hydrologic/Flooding,Spillway Erosion/Head Cutting,-1,-1,No,-1,-1,-1,-1,-1,-1.0,0,-1,0.0,0.0,-1,-1,-1,-1
MS,H,6/9/2021,Hydrologic/Flooding,Spillway Pipe Failure,-1,-1,Y,P,RE,R,Y,20 ft,46.0,5,1985,34.4079,-89.5555,-1,-1,-1,N
GA,L,3/28/2023,Seepage/Internal Erosion,Unknown,-1,-1,No,P,RE,R,NR,16 ft,3054.0,285,1959,32.8994,-83.2869,-1,-1,1 day,No
GA,L,5/1/2020,Deterioration or Poor Condition,Spillway Erosion/Head Cutting,-1,-1,No,P,RE,R,NR,16 ft,3054.0,285,1959,32.8994,-83.2869,-1,-1,1 day,No
MS,H,1/21/2015,Seepage/Internal Erosion,Piping,-1,-1,-1,P,RE,R,Y,33 ft,650.0,0,1954,33.0956,-89.0728,2010,-1,-1,-1
MS,H,5/1/2021,Manmade Action,Slope Stability,Accident or Misoperation,-1,N,P,RE,R,Y,33 ft,650.0,64,1954,33.0958,-89.0729,2010,-1,-1,N
TX,L,10/17/1994,Unknown,Spillway Erosion/Head Cutting,-1,-1,-1,P,RE,R,NR,20 ft,280.0,35,1949,31.7697,-94.4845,-1,-1,-1,-1
NC,-1,8/13/1916,Seepage/Internal Erosion,Piping,-1,-1,No,-1,-1,-1,-1,-1,-1.0,0,-1,0.0,0.0,-1,-1,-1,-1
CA,H,4/30/2019,Deterioration or Poor Condition,Spillway Chute Failure,-1,-1,Yes,P,RE,HS,N,30 ft,300.0,135,1916,39.322,-120.377,-1,-1,1 week,Yes
PA,H,6/26/2006,Hydrologic/Flooding,Erosion,-1,-1,No,P,REMS,R,-1,26 ft,-1.0,0,1850,41.1006,-76.0124,-1,-1,3 DAYS,-1
OH,H,6/22/2017,Seepage/Internal Erosion,Piping,-1,-1,-1,S,RE,R,Y,39 ft,7633.0,400,1935,39.1061,-83.0092,-1,-1,6 months,Yes
OH,H,8/29/2014,Unknown,Under Investigation,-1,-1,Yes,S,RE,R,Y,39 ft,7633.0,400,1935,39.1,-83.0,-1,-1,-1,-1
TX,H,3/10/2016,Unknown,Gate/Valve Failure,-1,-1,-1,S,RE,HR,Y,42 ft,27450.0,488,1931,29.4684,-97.4921,-1,-1,-1,-1
MN,L,11/22/2019,Structural Stability,Foundation Deficiency,Slope Stability,-1,No,L,RE,O,NR,37 ft,518.0,0,-1,44.1695,-92.4304,-1,-1,-1,Yes
TX,H,4/12/1983,Structural Stability,Sliding,-1,-1,-1,L,RE,R,N,9 ft,192.0,22,1925,30.1906,-95.1764,-1,-1,-1,-1
MS,H,1/14/2020,Seepage/Internal Erosion,Spillway Chute Failure,-1,-1,N,P,RE,R,Y,21 ft,120.0,9,1930,32.3471,-88.6912,-1,-1,I day,Y
VA,H,8/15/2020,Hydrologic/Flooding,Overtopping,Erosion,-1,-1,L,CNPG,HR,Y,39 ft,610.0,38,1920,37.2717,-77.4182,1991,-1,-1,Yes
SC,S,9/16/2018,Hydrologic/Flooding,Piping,Spillway Pipe Failure,-1,No,P,RE,R,Y,24 ft,173.0,17,1900,34.7336,-80.1717,-1,-1,-1,-1
MS,L,1/26/2016,Seepage/Internal Erosion,Piping,-1,-1,-1,P,RE,R,NR,14 ft,54.0,0,-1,32.2167,-90.3517,-1,-1,-1,-1
CO,-1,9/13/2013,Hydrologic/Flooding,High Reservoir Level,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,0,-1,0.0,0.0,-1,-1,-1,-1
MS,S,3/25/2021,Deterioration or Poor Condition,Overtopping,Vegetation,Animal Activity,N,-1,RE,R,-1,-1,-1.0,0,-1,32.3658,-88.6514,-1,6:30 PM,-1,N
VA,U,3/14/2019,Hydrologic/Flooding,Overtopping,Erosion,-1,-1,P,RE,R,N,24 ft,124.0,10,1974,36.7242,-81.3635,-1,-1,-1,-1
OH,S,3/16/2012,Seepage/Internal Erosion,Piping,-1,-1,Yes,P,RE,R,N,20 ft,88.8,8,1955,40.56,-82.77,-1,12:00 AM,-1,-1
NC,S,10/8/2016,Hydrologic/Flooding,Overtopping,-1,-1,No,P,RE,R,N,12 ft,50.0,0,-1,35.011,-78.489,-1,-1,1day,-1
PA,-1,7/1/1977,Unknown,Unknown,-1,-1,No,-1,RE,-1,-1,42 ft,-1.0,0,-1,0.0,0.0,-1,-1,-1,-1
TX,-1,10/1/2018,Unknown,Overtopping,-1,-1,-1,-1,RE,-1,-1,9 ft,20.0,0,-1,0.0,0.0,-1,-1,-1,-1
PA,H,4/18/1984,Seepage/Internal Erosion,Sinkhole,-1,-1,No,L,RE,C,Y,90 ft,1544.0,0,1976,41.2081,-75.2475,2008,-1,-1,-1
NE,L,6/24/2023,Hydrologic/Flooding,Overtopping,Insufficient Spillway Capacity,-1,No,P,RE,I,NR,35 ft,559.5,26,1977,42.9075,-98.7811,1993,9:30 AM,3 hours,No
NH,L,11/5/2021,Seepage/Internal Erosion,Excessive/Increased Seepage,Animal Activity,Vegetation,-1,P,RE,R,NR,11 ft,9.0,1,1936,43.0177,-71.4263,-1,-1,26 days,Yes
MA,-1,3/24/1968,Unknown,Unknown,-1,-1,No,-1,-1,-1,-1,-1,-1.0,0,-1,0.0,0.0,-1,-1,-1,-1
CO,H,9/15/2013,Hydrologic/Flooding,High Reservoir Level,-1,-1,-1,P,RE,I,Y,68 ft,2814.0,113,1952,40.0997,-105.261,2002,-1,-1,-1
SC,L,10/8/2016,Hydrologic/Flooding,Unknown,-1,-1,No,P,RE,R,N,9 ft,460.0,92,1840,34.04,-79.34,-1,-1,1 Day,No
TN,H,2/21/2023,Seepage/Internal Erosion,Excessive/Increased Seepage,Spillway Pipe Failure,Other,No,P,RE,R,Y,33 ft,83.0,6,1999,35.0292,-88.2458,-1,-1,1 day,Yes
TN,H,2/22/2023,Seepage/Internal Erosion,Piping,Spillway Pipe Failure,-1,No,P,RE,R,Y,33 ft,83.0,6,1999,35.0292,-88.2458,-1,-1,2 days,Yes
MO,S,4/29/2008,Structural Stability,Sinkhole,-1,-1,No,-1,RE,R,N,39 ft,135.0,3,1960,40.104,-93.7353,-1,-1,-1,-1
TX,H,4/25/2009,Deterioration or Poor Condition,Spillway Pipe Failure,-1,-1,No,P,RE,CR,N,25 ft,322.0,20,1964,30.6338,-96.4119,-1,-1,-1,-1
NJ,L,8/27/2011,Hydrologic/Flooding,Overtopping,-1,-1,No,-1,-1,R,-1,7 ft,-1.0,0,-1,0.0,0.0,-1,-1,-1,-1
TX,H,5/25/2015,Hydrologic/Flooding,Sliding,-1,-1,-1,P,RE,SRO,Y,57 ft,22000.0,1010,1969,30.4345,-95.5431,2012,-1,-1,-1
TX,H,12/14/2015,Structural Stability,Slope Stability,-1,-1,-1,F,RE,SRCH,Y,130 ft,1804300.0,23280,1955,33.0667,-97.0167,-1,-1,-1,-1
SC,H,10/4/2015,Hydrologic/Flooding,Overtopping,-1,-1,-1,P,RE,R,Y,20 ft,440.0,28,1900,33.9767,-81.23,-1,-1,-1,-1
CO,H,9/12/2013,Hydrologic/Flooding,Other,-1,-1,-1,L,RE,CR,Y,46 ft,1300.0,19,1902,39.8383,-105.171,2001,-1,-1,-1
NY,S,8/28/2011,Hydrologic/Flooding,Overtopping,-1,-1,No,P,RE,O,Y,10 ft,-1.0,10,1949,41.2822,-74.2461,-1,-1,-1,-1
NH,S,8/28/2011,Hydrologic/Flooding,Unknown,-1,-1,Yes,L,ER,O,NR,19 ft,126.0,10,1987,44.0372,-71.6741,-1,-1,-1,-1
PA,S,2/26/1917,Hydrologic/Flooding,Overtopping,Insufficient Spillway Capacity,-1,No,P,RE,IR,-1,11 ft,-1.0,0,1955,40.0407,-79.4201,-1,8:00:00 AM,1 DAY,No
NJ,H,8/27/2011,Hydrologic/Flooding,Overtopping,-1,-1,No,P,PGRE,R,Y,24 ft,-1.0,20,-1,41.0745,-74.3707,-1,-1,-1,-1
IA,L,4/22/2019,Hydrologic/Flooding,Overtopping,-1,-1,-1,L,PG,R,NR,9 ft,416.0,90,1924,42.8956,-95.2448,-1,-1,-1,-1
IA,L,4/22/2019,Hydrologic/Flooding,Overtopping,-1,-1,-1,L,PG,R,NR,9 ft,416.0,90,1924,42.8956,-95.2448,-1,-1,-1,-1
MS,L,3/12/2016,Seepage/Internal Erosion,Piping,-1,-1,-1,P,RE,R,NR,28 ft,196.75,17,2009,31.6619,-88.5728,-1,-1,-1,-1
WI,S,6/14/2022,Seepage/Internal Erosion,Piping,-1,-1,No,F,PGCN,CHNR,Y,20 ft,650.0,155,1932,44.275,-88.3183,-1,-1,-1,-1
WI,S,10/16/2023,Seepage/Internal Erosion,Sinkhole,-1,-1,-1,F,PGCN,CHNR,Y,20 ft,650.0,155,1932,44.275,-88.3183,-1,-1,-1,-1
UT,-1,6/16/1963,Unknown,Unknown,-1,-1,No,-1,-1,-1,-1,-1,-1.0,0,-1,0.0,0.0,-1,-1,-1,-1
MD,S,4/1/2014,Deterioration or Poor Condition,Spillway Riser Failure,Excessive/Increased Seepage,-1,Yes,P,RE,C,Y,44 ft,523.0,5,1962,39.6404,-76.5275,1962,-1,one week,-1
MD,S,10/24/2017,Hydrologic/Flooding,Animal Activity,Debris Clogging,-1,Yes,P,RE,C,Y,44 ft,523.0,5,1962,39.6404,-76.5275,1962,-1,-1,-1
TX,L,5/30/2015,Hydrologic/Flooding,Sliding,-1,-1,-1,L,RE,CRP,NR,24 ft,1094.0,38,1970,33.3278,-96.8344,-1,-1,-1,-1
CO,S,6/1/2013,Seepage/Internal Erosion,High Reservoir Level,-1,-1,-1,P,RE,R,Y,65 ft,1570.0,52,1968,40.2617,-106.113,-1,-1,-1,-1
MD,L,6/12/2014,Hydrologic/Flooding,High Reservoir Level,-1,-1,Yes,P,RE,R,NR,17 ft,66.0,7,1953,39.6844,-78.2553,1953,-1,-1,-1
MD,-1,1/1/2008,Unknown,Unknown,-1,-1,Yes,-1,-1,-1,-1,-1,-1.0,0,-1,0.0,0.0,-1,-1,-1,-1
PA,H,9/8/2011,Hydrologic/Flooding,Overtopping,-1,-1,Yes,L,MSREST,R,Y,16 ft,41.0,6,1915,40.1558,-75.2047,-1,-1,1 DAY,-1
NC,H,10/8/2016,Hydrologic/Flooding,Overtopping,-1,-1,No,P,RE,R,N,21 ft,109.2,0,-1,35.07,-78.998,-1,-1,1 day,-1
NY,S,8/28/2011,Hydrologic/Flooding,Overtopping,-1,-1,No,P,-1,R,N,12 ft,98.0,19,1950,41.4156,-73.9072,-1,-1,-1,-1
PA,S,6/10/1916,Structural Stability,Slope Stability,Sliding,-1,No,L,RE,S,Y,30 ft,431.0,31,1897,40.8722,-76.045,-1,-1,1 YEAR,-1
NE,L,5/1/2015,Hydrologic/Flooding,Overtopping,-1,-1,No,P,RE,I,NR,19 ft,504.0,46,1954,42.9161,-103.316,-1,-1,-1,No
AK,L,9/11/2015,Hydrologic/Flooding,Gate/Valve Failure,-1,-1,-1,U,CNPG,H,NR,30 ft,147000.0,1375,1973,58.1667,-133.733,-1,-1,-1,Yes
AK,L,9/27/2021,Malfunction of Equipment/Gate,Gate/Valve Failure,-1,-1,No,U,CNPG,H,NR,30 ft,147000.0,1375,1973,58.1667,-133.733,-1,-1,-1,Yes
NC,L,10/8/2016,Hydrologic/Flooding,Overtopping,-1,-1,No,S,RE,RI,NR,18 ft,672.0,0,-1,35.213,-78.976,2010,-1,1 day,-1
NM,H,7/8/2011,Hydrologic/Flooding,Other,-1,-1,-1,L,RE,S,Y,40 ft,33.0,2,1943,35.8835,-106.354,2013,-1,-1,-1
TX,S,1/1/1990,Structural Stability,Sliding,-1,-1,-1,L,RE,S,Y,99 ft,21831.0,0,1991,33.2404,-98.1203,-1,-1,-1,-1
MI,L,5/21/2010,Hydrologic/Flooding,Overtopping,-1,-1,-1,-1,RE,R,Y,12 ft,210.0,25,1956,41.855,-84.5011,-1,-1,-1,-1
TX,S,6/10/2010,Hydrologic/Flooding,Overtopping,-1,-1,No,P,RE,R,Y,23 ft,568.0,36,1929,32.3153,-95.4152,-1,-1,-1,-1
WA,-1,4/1/1938,Unknown,Unknown,-1,-1,No,-1,HF,-1,-1,-1,-1.0,0,-1,0.0,0.0,-1,-1,-1,-1
PA,H,3/11/2011,Seepage/Internal Erosion,Excessive/Increased Seepage,-1,-1,No,P,MSREST,R,Y,15 ft,315.0,34,1919,41.8069,-75.7742,-1,-1,1 DAY,-1
PA,H,6/26/2006,Hydrologic/Flooding,Overtopping,Erosion,-1,No,P,MSREST,R,Y,15 ft,315.0,34,1919,41.8069,-75.7742,-1,-1,3 DAYS,-1
CO,H,5/5/2015,Hydrologic/Flooding,High Reservoir Level,-1,-1,Yes,L,ER,S,Y,46 ft,34.0,2,1903,39.706,-105.411,1936,-1,-1,-1
CA,L,6/26/2018,Seepage/Internal Erosion,Excessive/Increased Seepage,-1,-1,No,P,RE,H,NR,40 ft,5091.0,198,1885,38.6088,-119.927,-1,-1,-1,Yes
TX,L,5/26/2015,Structural Stability,Sliding,-1,-1,-1,L,RE,CP,NR,34 ft,710.0,19,1960,30.6204,-97.3388,-1,-1,-1,-1
TX,L,5/26/2015,Structural Stability,Sliding,-1,-1,-1,L,RE,CIP,NR,34 ft,547.0,15,1960,30.6452,-97.2906,-1,-1,-1,-1
NY,H,8/28/2011,Hydrologic/Flooding,Overtopping,-1,-1,No,F,RE,R,N,10 ft,-1.0,0,-1,41.3538,-73.9774,-1,-1,-1,-1
TX,H,5/16/2024,Hydrologic/Flooding,Spillway Erosion/Head Cutting,-1,-1,Unknown,L,RE,CPR,Y,29 ft,2017.0,141,1953,32.5495,-96.4174,-1,-1,-1,Yes
TX,H,5/30/2015,Hydrologic/Flooding,Spillway Deficiency,-1,-1,-1,L,RE,CRP,N,29 ft,2017.0,141,1953,32.5495,-96.4174,-1,-1,-1,-1
TX,H,5/7/2024,Hydrologic/Flooding,Spillway Erosion/Head Cutting,-1,-1,Unknown,L,RE,CPR,Y,27 ft,1800.0,143,1953,32.5587,-96.3943,-1,-1,-1,Yes
CA,-1,12/22/1964,Unknown,Unknown,-1,-1,No,-1,ER,-1,-1,410 ft,-1.0,0,-1,0.0,0.0,-1,-1,-1,-1
NH,S,6/22/2020,Seepage/Internal Erosion,Piping,Excessive/Increased Seepage,-1,No,P,CNTC,H,Y,16 ft,31.0,2,1934,43.6,-71.748,1937,-1,68 days,Yes
WI,H,4/24/2023,Seepage/Internal Erosion,Piping,-1,-1,No,X,PGRE,HNR,Y,16 ft,200.0,40,1857,44.2798,-88.2556,1940,-1,-1,-1
PA,H,7/16/2010,Seepage/Internal Erosion,Excessive/Increased Seepage,-1,-1,No,P,RE,R,Y,19 ft,254.0,22,1960,41.2533,-75.4508,2007,-1,-1,-1
PA,H,10/22/2012,Seepage/Internal Erosion,Excessive/Increased Seepage,-1,-1,No,P,RE,R,Y,19 ft,254.0,22,1960,41.2533,-75.4508,2007,-1,-1,-1
VA,S,6/11/2014,Seepage/Internal Erosion,Piping,-1,-1,-1,-1,-1,-1,N,11 ft,49.6,0,-1,37.4373,-77.4567,-1,-1,-1,-1
CA,-1,1/21/1916,Hydrologic/Flooding,Overtopping,-1,-1,No,-1,-1,-1,-1,-1,-1.0,0,-1,0.0,0.0,-1,-1,-1,-1
AK,S,9/18/2023,Hydrologic/Flooding,Overtopping,Spillway Deficiency,Other,Yes,P,ER,T,Y,44 ft,910.0,75,2024,58.8136,-135.04,-1,7:00 AM,approx 1 month,Unknown
WI,L,3/25/2022,Seepage/Internal Erosion,Piping,-1,-1,Yes,S,RE,R,Y,7 ft,150.0,40,1962,45.3972,-90.6176,-1,-1,-1,-1
MT,-1,6/8/1964,Unknown,Unknown,-1,-1,No,-1,-1,-1,-1,-1,-1.0,0,-1,0.0,0.0,-1,-1,-1,-1
IN,-1,1/1/2008,Unknown,Unknown,-1,-1,No,-1,-1,-1,-1,-1,-1.0,0,-1,0.0,0.0,-1,-1,-1,-1
TX,S,5/30/2015,Hydrologic/Flooding,Spillway Deficiency,-1,-1,-1,L,RE,R,Y,25 ft,642.0,42,1933,33.7296,-96.588,-1,-1,-1,-1
KY,H,2/26/2018,Structural Stability,Slope Stability,Sliding,-1,-1,L,RE,R,Y,25 ft,937.0,59,1940,37.2131,-87.196,-1,-1,-1,Yes
AZ,-1,4/14/1915,Seepage/Internal Erosion,Piping,-1,-1,No,-1,-1,-1,-1,-1,-1.0,0,-1,0.0,0.0,-1,-1,-1,-1
VT00000,L,7/10/2023,Hydrologic/Flooding,Unknown,-1,-1,No,P,RE,R,NR,8 ft,12.0,3,-1,43.2341,-72.8944,-1,-1,-1,No
SC,L,10/4/2015,Hydrologic/Flooding,Overtopping,-1,-1,-1,P,RE,R,N,24 ft,90.0,9,1971,33.8983,-80.7283,-1,-1,-1,-1
NC,-1,1/1/2008,Hydrologic/Flooding,Unknown,-1,-1,No,-1,-1,-1,-1,-1,-1.0,0,-1,0.0,0.0,-1,-1,-1,-1
NE,L,1/1/2012,Seepage/Internal Erosion,Piping,-1,-1,No,P,RE,I,NR,25 ft,238.0,21,1947,42.987,-103.814,-1,-1,-1,No
MS,L,12/27/2012,Deterioration or Poor Condition,Animal Activity,-1,-1,No,-1,RE,R,-1,8 ft,-1.0,0,-1,33.0,-90.0,-1,-1,-1,-1
TX,S,6/14/1981,Hydrologic/Flooding,Overtopping,-1,-1,-1,P,RE,R,N,30 ft,140.0,0,1968,29.7406,-98.863,-1,-1,-1,-1
VA,L,7/27/2022,Deterioration or Poor Condition,Other,-1,-1,No,P,RE,R,Y,34 ft,105.0,14,-1,38.3734,-78.2164,-1,-1,-1,Unknown
UT,H,6/24/1917,Other,Overtopping,-1,-1,-1,P,RECN,I,-1,67 ft,-1.0,0,0,39.7157,-111.299,-1,-1,-1,YES
CO,H,9/18/2013,Seepage/Internal Erosion,Excessive/Increased Seepage,-1,-1,-1,L,RE,S,Y,124 ft,1100.0,27,1971,38.8767,-104.994,1998,-1,-1,-1
TX,S,10/25/2015,Hydrologic/Flooding,Spillway Deficiency,-1,-1,-1,P,RE,-1,Y,16 ft,108.0,0,1957,31.4314,-96.9698,-1,-1,-1,-1
OH,S,1/27/2012,Deterioration or Poor Condition,Spillway Pipe Failure,-1,-1,No,P,RE,R,N,27 ft,22.9,2,1970,40.55,-81.63,-1,12:00 AM,-1,-1
PA,L,12/1/2010,Deterioration or Poor Condition,Overtopping,-1,-1,No,L,CN,S,-1,6 ft,-1.0,0,-1,40.011,-80.0542,-1,-1,-1,-1
KY,S,4/27/2022,Seepage/Internal Erosion,Piping,-1,-1,No,L,RE,S,NR,28 ft,804.0,51,1964,37.3024,-88.0906,-1,-1,-1,Yes
WI,-1,5/27/2020,Unknown,Debris Clogging,Animal Activity,-1,No,-1,-1,-1,-1,0 ft,0.0,0,0,0.0,0.0,-1,-1,1 day,Yes
CO,H,11/23/2015,Seepage/Internal Erosion,Excessive/Increased Seepage,-1,-1,-1,U,RE,S,Y,33 ft,21100.0,652,1899,39.6237,-105.062,-1,-1,-1,-1
MD,-1,5/5/2016,Deterioration or Poor Condition,Spillway Pipe Failure,Accident or Misoperation,-1,No,-1,RE,-1,-1,22 ft,25.0,0,-1,39.5237,-76.4438,-1,-1,-1,-1
PA,H,9/8/2011,Hydrologic/Flooding,Overtopping,Erosion,-1,Yes,L,RE,C,Y,52 ft,180.0,1,1967,41.7647,-75.7467,-1,-1,1 DAY,-1
WY,L,5/23/2015,Hydrologic/Flooding,Spillway Pipe Failure,Overtopping,Piping,No,P,RE,I,NR,40 ft,106.0,9,1954,42.0217,-105.24,-1,-1,-1,-1
GA,L,5/19/2013,Hydrologic/Flooding,Overtopping,-1,-1,No,P,RE,R,NR,25 ft,108.0,0,1930,34.1933,-84.1244,-1,12:00 AM,-1,-1
DE,L,8/28/2011,Hydrologic/Flooding,Overtopping,-1,-1,No,S,REPG,RF,NR,12 ft,490.0,36,1933,39.2395,-75.6175,-1,-1,-1,-1
VA,U,6/5/2020,Structural Stability,Sinkhole,-1,-1,-1,X,RE,R,N,14 ft,1162.0,0,-1,37.0414,-76.4873,-1,-1,-1,Yes
NC,H,10/8/2016,Hydrologic/Flooding,Overtopping,-1,-1,No,P,RE,R,N,14 ft,130.0,0,-1,35.07,-77.7878,-1,-1,1 day,-1
MS,H,12/28/2015,Hydrologic/Flooding,Overtopping,-1,-1,-1,P,RE,R,Y,21 ft,373.0,23,1948,34.9678,-89.8506,-1,-1,-1,-1
OH,S,7/8/2016,Seepage/Internal Erosion,Cracking,-1,-1,No,S,RE,O,Y,21 ft,24.0,1,-1,38.6578,-83.1778,-1,-1,-1,No
TX,S,8/4/1978,Hydrologic/Flooding,Overtopping,-1,-1,-1,L,RE,S,Y,50 ft,6696.0,263,1942,32.6582,-99.3597,1980,-1,-1,-1
CA,H,12/14/2022,Unknown,Other,-1,-1,No,P,RE,H,Y,241 ft,35234.0,520,1965,41.1309,-122.071,-1,-1,2 weeks,Yes
SC,L,9/16/2018,Hydrologic/Flooding,Overtopping,Erosion,-1,No,P,RE,R,NR,14 ft,72.0,10,-1,34.4948,-79.4096,-1,-1,-1,-1
SC,L,10/4/2015,Hydrologic/Flooding,Overtopping,-1,-1,-1,P,RE,R,N,14 ft,71.0,52,1908,33.885,-80.4617,-1,-1,-1,-1
WI,S,6/10/2011,Seepage/Internal Erosion,Piping,-1,-1,No,L,CNRE,-1,Y,21 ft,2160.0,261,1855,44.4928,-89.5558,1962,-1,-1,-1
TN,L,2/27/2023,Seepage/Internal Erosion,Other,-1,-1,No,L,RE,-1,N,-1,-1.0,0,-1,35.4271,-85.1073,-1,-1,1 day,No
NY,H,8/28/2011,Hydrologic/Flooding,Spillway Erosion/Head Cutting,-1,-1,No,S,CB,R,Y,37 ft,735.0,147,1968,44.8689,-73.675,-1,-1,-1,-1
