state,downstream_hazard_potential,incident_type,incident_date,incident_driver,incident_mechanism_1,incident_mechanism_2,incident_mechanism_3,eap_enacted_y_n_due_to_incident,fatalities_number,number_of_people_evacuated,number_of_habitable_structures_evacuated,number_of_habitable_structures_flooded,other_infrastructure_impacts,economic_damages_in,response,volume_released_at_failure_ac_ft,owner_type,dam_type,primary_purpose_s,eap,dam_height,max_storage_ac_ft,surface_area_acres,year_completed,latitude,longitude,year_modified,incident_time,incident_duration,incident_report_produced
CO,L,Non-Failure,7/4/2017,Deterioration or Poor Condition,Piping,Sinkhole,-1,No,-1,-1,-1,-1,Roads,-1,work with owner to remove valve and allow reservoir to drain full and stream to run through the conduit until such time as the outlet works can be removed and replaced,-1,P,RE,I,NR,15 ft,200.0,16,1921,37.75,-107.04,-1,-1,-1,No
WI,-1,Failure,7/23/1912,Unknown,Spillway Deficiency,-1,-1,No,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,0,-1,0.0,0.0,-1,-1,-1,-1
MS,H,Failure,6/10/2012,Seepage/Internal Erosion,Piping,Spillway Riser Failure,-1,No,-1,0,-1,0,-1,-1,-1,27,P,RE,R,Y,18 ft,56.1,6,2007,32.4861,-90.1675,2013,-1,-1,-1
PA,S,Failure,7/17/2012,Hydrologic/Flooding,Overtopping,-1,-1,No,0,0,0,0,-1,-1,PA DEPT OF HEALTH WARNED D/S HOMES (BORO REFUSED).  LATER DAM RAISED W/ WIDER SPILLWAY,-1,L,RE,S,Y,24 ft,505.0,18,1912,41.17,-79.0731,2000,12:00:00 AM,1 DAY,Yes
MI,H,Failure,10/8/2012,Seepage/Internal Erosion,Foundation Deficiency,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,PGRE,-1,Y,46 ft,2800.0,191,1921,44.6434,-85.5095,-1,-1,-1,-1
PA,S,Failure,6/26/2006,Hydrologic/Flooding,Overtopping,-1,-1,No,0,0,-1,-1,-1,-1,EMERGENCY PERMIT ISSUED TO STABILIZE THE BREACHED SECTION.  PERMIT APP. IN 2008 TO REBUILD DAM.,-1,P,STMSRE,R,-1,15 ft,-1.0,0,-1,41.5454,-75.3754,-1,-1,3 DAYS,-1
TX,H,Non-Failure,8/26/2015,Structural Stability,Slope Stability,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,LP,RE,O,Y,59 ft,20763.0,829,1975,30.7101,-96.4537,2012,-1,-1,-1
VA,H,Non-Failure,1/31/2013,Hydrologic/Flooding,Overtopping,-1,-1,Yes,-1,-1,-1,-1,-1,-1,-1,-1,U,PGCN,HR,Y,45 ft,708.0,68,1912,36.8078,-80.9386,1993,-1,-1,-1
OH,H,Non-Failure,7/1/2021,Seepage/Internal Erosion,Excessive/Increased Seepage,-1,-1,No,-1,-1,-1,-1,-1,-1,Owner added toe drain and interior clay liner,-1,L,RE,S,Y,38 ft,8035.0,4,2020,40.6394,-80.6786,-1,-1,6 months,Yes
TX,S,Non-Failure,1/28/1991,Seepage/Internal Erosion,Piping,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,S,RE,R,N,26 ft,250.0,0,1936,30.0421,-97.1584,1993,-1,-1,-1
WV,-1,Failure,2/26/1972,Unknown,Unknown,-1,-1,No,125,-1,-1,1084,-1,over $100 million,-1,-1,-1,-1,-1,-1,-1,-1.0,0,-1,0.0,0.0,-1,-1,-1,-1
SD,S,Failure,6/23/2014,Deterioration or Poor Condition,Spillway Pipe Failure,-1,-1,-1,-1,-1,-1,-1,Roads,-1,-1,-1,S,RE,R,Y,95 ft,2650.0,0,1961,44.635,-101.897,1991,-1,-1,-1
SD,S,Failure,6/23/2014,Deterioration or Poor Condition,Spillway Pipe Failure,Piping,Sinkhole,-1,-1,-1,-1,-1,Roads,-1,-1,-1,S,RE,R,Y,82 ft,2850.0,0,1961,44.6217,-102.003,1991,-1,-1,-1
PA,H,Non-Failure,12/28/2007,Malfunction of Equipment/Gate,Debris Clogging,-1,-1,No,0,0,-1,-1,-1,-1,WATER LEVEL WAS 9 FT ABOVE OUTLET PIPE.  CITY RENTED PUMP TO DRAW DOWN WATER & CLEAR TRASH RACK.,-1,L,RE,C,Y,44 ft,383.0,20,1934,40.3478,-79.6056,-1,-1,-1,-1
ND,L,Non-Failure,4/11/2011,Hydrologic/Flooding,Piping,-1,-1,No,-1,200,-1,0,-1,-1,-1,0,L,RE,IR,NR,27 ft,566.9,38,1935,48.2852,-101.455,1957,-1,-1,-1
NJ,S,Non-Failure,8/14/2011,Hydrologic/Flooding,Overtopping,-1,-1,No,-1,0,-1,0,Unknown,Unknown,-1,-1,L,PGRE,R,Y,9 ft,40.0,9,-1,39.5318,-75.0443,-1,-1,-1,-1
OH,S,Non-Failure,2/28/2011,Hydrologic/Flooding,Overtopping,-1,-1,Yes,-1,0,-1,-1,-1,-1,-1,-1,L,RE,R,Y,9 ft,447.9,18,1952,41.43,-81.18,-1,-1,-1,-1
OH,S,Non-Failure,6/28/2018,Seepage/Internal Erosion,Piping,Spillway Chute Failure,-1,No,0,0,0,0,-1,-1,ODSP staff made site visits to assist owner with construction of weighted filter berm at the outlet and excavation of partial breach though the emergency spillway since there was no lake drain to lower the water level. A Chief's Order issued to breach the dam. The dam owner fully breached the dam by the end of the year.,-1,L,RE,R,Y,9 ft,447.9,18,1952,41.4303,-81.1861,-1,-1,6 months,No
NE,L,Non-Failure,6/12/2010,Hydrologic/Flooding,Overtopping,-1,-1,No,-1,0,-1,0,-1,-1,-1,0,-1,RE,I,NR,21 ft,1100.0,1,1933,41.7909,-99.131,-1,-1,-1,-1
CO,H,Non-Failure,9/14/2013,Hydrologic/Flooding,Spillway Erosion/Head Cutting,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,L,RE,S,Y,214 ft,20400.0,222,1969,40.2171,-105.367,1990,-1,-1,-1
VA,H,Non-Failure,1/31/2013,Hydrologic/Flooding,Overtopping,-1,-1,Yes,-1,-1,-1,-1,-1,-1,-1,-1,U,PGCN,HR,Y,63 ft,2034.0,242,1912,36.7858,-80.9336,1993,-1,-1,-1
TX,S,Non-Failure,3/27/1984,Unknown,Spillway Deficiency,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,L,RE,R,N,20 ft,584.0,0,1972,30.5039,-96.7656,-1,-1,-1,-1
TX,S,Non-Failure,4/25/1990,Unknown,Spillway Deficiency,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,L,RE,R,N,20 ft,584.0,0,1972,30.5039,-96.7656,-1,-1,-1,-1
TX,S,Non-Failure,10/17/1994,Unknown,Spillway Deficiency,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,L,RE,R,N,20 ft,584.0,0,1972,30.5039,-96.7656,-1,-1,-1,-1
TX,S,Non-Failure,12/1/1991,Unknown,Spillway Deficiency,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,L,RE,R,N,20 ft,584.0,0,1972,30.5039,-96.7656,-1,-1,-1,-1
TX,-1,Non-Failure,12/28/2018,Seepage/Internal Erosion,Piping,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,RE,-1,-1,21 ft,43.0,0,-1,0.0,0.0,-1,-1,-1,-1
TX,L,Non-Failure,5/13/2004,Hydrologic/Flooding,Overtopping,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,P,RE,R,NR,20 ft,298.2,25,1961,30.9199,-96.5468,2006,-1,-1,-1
TX,H,Non-Failure,4/29/2024,Hydrologic/Flooding,Sliding,-1,-1,Unknown,-1,0,0,0,unknown,Unknown,"TCEQ inspected, SWCD lowered reservoir and monitored slide",-1,P,RE,R,Y,14 ft,13.1,0,-1,32.6819,-95.7145,-1,-1,-1,Yes
TX,H,Non-Failure,4/9/2024,Hydrologic/Flooding,Spillway Erosion/Head Cutting,-1,-1,Unknown,-1,0,0,0,unknown,Unknown,"owner contacted TCEQ that the spillway had failed and the reservoir was not holding water, TCEQ inspected",-1,P,RE,R,N,22 ft,130.0,4,1957,30.8521,-95.2061,2007,-1,-1,Yes
TX,S,Non-Failure,5/1/2000,Hydrologic/Flooding,Overtopping,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,P,CNRE,R,Y,12 ft,25.0,3,1978,30.0679,-99.3349,2005,-1,-1,-1
IN,-1,Failure,6/1/2008,Hydrologic/Flooding,Overtopping,-1,-1,No,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,0,-1,0.0,0.0,-1,-1,-1,-1
NH,H,Non-Failure,8/28/2011,Hydrologic/Flooding,Overtopping,-1,-1,Yes,-1,200,-1,0,Roads,-1,-1,0,F,CN,H,Y,39 ft,650.0,60,1890,43.8619,-71.6325,2004,12:00 AM,-1,-1
VA,H,Non-Failure,5/18/2018,Hydrologic/Flooding,Overtopping,-1,-1,No,0,-1,-1,-1,-1,-1,-1,-1,L,RE,R,Y,13 ft,162.0,11,-1,37.6024,-77.6062,-1,-1,-1,-1
VA,H,Non-Failure,12/12/2018,Malfunction of Equipment/Gate,Accident Or Misoperation,Erosion,-1,No,0,-1,-1,-1,-1,-1,-1,-1,L,RE,R,Y,13 ft,162.0,11,-1,37.6024,-77.6062,-1,-1,-1,-1
TX,H,Non-Failure,12/3/1982,Deterioration or Poor Condition,Animal Activity,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,L,RE,R,Y,18 ft,220.0,17,1930,32.5584,-95.872,1984,-1,-1,-1
TX,L,Failure,5/10/2019,Unknown,Unknown,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,P,RE,S,NR,18 ft,137.0,12,1972,32.4586,-95.6248,-1,-1,-1,-1
TX,L,Failure,5/17/2018,Unknown,Unknown,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,P,RE,S,NR,18 ft,137.0,12,1972,32.4586,-95.6248,-1,-1,-1,-1
SD,-1,Failure,1/1/1972,Hydrologic/Flooding,Overtopping,-1,-1,No,33,-1,-1,-1,-1,$50 million to $100 million,-1,-1,-1,RE,-1,-1,20 ft,-1.0,0,-1,0.0,0.0,-1,-1,-1,-1
GA,L,Non-Failure,1/1/2019,Deterioration or Poor Condition,Spillway Pipe Failure,-1,-1,No,-1,Unknown,Unknown,Unknown,Unknown,Unknown,Road over dam closed and temporary repairs done quickly. Lake drain then opened to keep lake low.,-1,P,RE,R,NR,27 ft,380.0,34,1959,33.975,-84.13,-1,-1,-1,Yes
WI,L,Non-Failure,4/28/2023,Malfunction of Equipment/Gate,Gate/Valve Failure,-1,-1,No,-1,0,0,0,-1,"$1 to $100,000",-1,-1,P,CN,F,Y,10 ft,65.0,20,-1,43.489,-89.3564,-1,-1,-1,-1
WI,-1,Failure,1/1/2008,Hydrologic/Flooding,Overtopping,-1,-1,No,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,0,-1,0.0,0.0,-1,-1,-1,-1
MI,L,Non-Failure,4/14/2014,Malfunction of Equipment/Gate,Gate/Valve Failure,-1,-1,No,-1,0,-1,0,-1,-1,-1,-1,P,PG,-1,NR,19 ft,900.0,200,1928,43.4617,-83.4167,-1,-1,-1,-1
OH,S,Non-Failure,5/1/2014,Hydrologic/Flooding,Overtopping,Spillway Erosion/Head Cutting,-1,No,0,0,0,0,-1,-1,-1,-1,P,RE,R,N,25 ft,41.0,4,1940,41.19,-81.83,-1,-1,-1,-1
NC,S,Non-Failure,4/25/2011,Deterioration or Poor Condition,Spillway Riser Failure,-1,-1,Yes,-1,0,-1,0,-1,-1,-1,100,P,RE,R,N,24 ft,230.0,0,-1,35.3578,-79.2959,-1,-1,-1,-1
PA,L,Non-Failure,6/26/2006,Hydrologic/Flooding,Overtopping,Erosion,-1,-1,0,0,-1,-1,-1,-1,EMERGENCY PERMIT TO REPAIR EMBANKMENT WITH SPECIAL CONDITON TO SUBMIT APP FOR REHABILITATION.,-1,P,REST,P,-1,12 ft,-1.0,0,-1,41.42,-75.4518,-1,-1,3 DAYS,-1
CO,L,Non-Failure,9/13/2013,Hydrologic/Flooding,Overtopping,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,0,-1,0.0,0.0,-1,-1,-1,-1
CO,L,Failure,9/19/2013,Hydrologic/Flooding,Overtopping,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,0,-1,0.0,0.0,-1,-1,-1,Yes
TN,S,Non-Failure,6/5/2014,Malfunction of Equipment/Gate,Gate/Valve Failure,-1,-1,No,-1,0,-1,0,-1,-1,-1,1100,S,RE,-1,NR,20 ft,1848.0,110,1949,36.1003,-88.4847,-1,-1,-1,-1
TN,S,Failure,5/2/2010,Unknown,Other,-1,-1,No,-1,0,-1,0,-1,-1,-1,112,P,RE,-1,NR,14 ft,161.0,20,1988,35.1836,-89.7689,-1,-1,-1,-1
TX,L,Non-Failure,1/1/1997,Hydrologic/Flooding,Overtopping,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,P,RE,-1,NR,15 ft,334.0,56,1993,28.6057,-99.7697,-1,-1,-1,-1
MD,S,Non-Failure,4/16/2018,Seepage/Internal Erosion,Excessive/Increased Seepage,-1,-1,Yes,-1,-1,-1,-1,"Other,recreational lake",-1,-1,-1,P,ER,R,Y,20 ft,58.0,5,1900,39.6167,-76.8883,1976,-1,6 months,No
NJ,S,Failure,8/27/2011,Hydrologic/Flooding,Overtopping,-1,-1,No,-1,0,-1,-1,Roads,-1,-1,0,P,PGRE,R,Y,6 ft,-1.0,14,-1,40.1107,-74.3889,-1,-1,-1,-1
NJ,S,Failure,8/27/2011,Hydrologic/Flooding,Overtopping,-1,-1,No,-1,0,-1,-1,-1,-1,-1,100,-1,-1,R,-1,6 ft,-1.0,0,-1,0.0,0.0,-1,-1,-1,-1
TX,S,Non-Failure,3/9/2016,Hydrologic/Flooding,Sliding,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,LP,RE,C,Y,31 ft,760.0,15,1975,31.422,-97.1069,-1,-1,-1,-1
WI,-1,Non-Failure,6/22/2023,Seepage/Internal Erosion,Sinkhole,-1,-1,No,-1,0,0,0,-1,"$1 to $100,000",-1,-1,-1,-1,-1,-1,0 ft,0.0,0,0,0.0,0.0,-1,-1,-1,-1
NJ,L,Failure,8/27/2011,Hydrologic/Flooding,Spillway Chute Failure,-1,-1,No,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,0,-1,0.0,0.0,-1,-1,-1,-1
TX,L,Non-Failure,6/10/2010,Hydrologic/Flooding,Overtopping,-1,-1,No,-1,0,-1,0,-1,-1,-1,-1,L,RE,CRP,NR,33 ft,590.0,14,1965,32.4522,-96.0635,2010,-1,-1,-1
TX,L,Non-Failure,6/10/2010,Hydrologic/Flooding,Overtopping,-1,-1,No,-1,0,-1,-1,-1,-1,-1,-1,L,RE,CRP,NR,29 ft,831.0,21,1968,32.426,-96.0689,-1,-1,-1,-1
TX,H,Non-Failure,5/30/2015,Hydrologic/Flooding,Sliding,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,L,RE,CRP,Y,43 ft,20147.0,840,1969,32.7275,-96.1722,1969,-1,-1,-1
TX,H,Non-Failure,5/3/2024,Hydrologic/Flooding,Excessive/Increased Seepage,-1,-1,Yes,-1,0,0,0,-1,Unknown,"NRCS inspected, sandbag dike set up around the boils, county EMC notified, siphons used to help lower reservoir, contractor monitored",-1,L,RE,C,Y,25 ft,205.0,13,1971,32.847,-96.3935,-1,-1,-1,Yes
CO,L,Non-Failure,9/19/2013,Hydrologic/Flooding,Overtopping,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,P,RE,FRP,NR,37 ft,50.0,3,1969,40.4614,-105.32,-1,-1,-1,-1
NJ,S,Failure,8/14/2011,Hydrologic/Flooding,Overtopping,-1,-1,Yes,-1,0,-1,-1,Unknown,unknown,-1,132,P,PGRE,R,Y,12 ft,576.0,37,1942,39.525,-75.1699,-1,-1,-1,-1
VA,L,Non-Failure,9/1/2020,Structural Stability,Spillway Erosion/Head Cutting,-1,-1,-1,unknown,Unknown,Unknown,-1,-1,-1,-1,-1,P,RE,R,Y,32 ft,125.0,12,-1,37.7407,-77.1443,-1,-1,-1,Yes
TX,H,Non-Failure,6/18/2007,Unknown,Spillway Deficiency,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,L,RE,I,N,15 ft,2312.0,107,1912,29.2366,-98.8739,-1,-1,-1,-1
MD,S,Non-Failure,5/1/2014,Deterioration or Poor Condition,Spillway Pipe Failure,Sinkhole,-1,No,-1,-1,-1,-1,-1,-1,-1,-1,P,RE,C,Y,20 ft,0.0,0,1981,39.1896,-77.2293,2015,-1,-1,-1
WA,S,Non-Failure,8/21/2014,Hydrologic/Flooding,Other,-1,-1,-1,0,0,0,0,-1,-1,-1,-1,P,RE,IR,N,17 ft,80.0,9,1940,48.332,-119.998,1992,-1,-1,Yes
VA,S,Failure,1/17/2022,Deterioration or Poor Condition,Erosion,Overtopping,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,S,RE,R,N,15 ft,475.0,0,-1,38.0974,-76.8484,-1,-1,-1,-1
VA,S,Failure,1/17/2022,Manmade Action,Other,-1,-1,Yes,0,Unknown,Unknown,0,-1,-1,"A stage III was called VDEM, NWS, VDOT and Westmoreland and Richmond County Emergency Management were notified along with DCR. ",-1,S,RE,R,N,15 ft,475.0,0,-1,38.0974,-76.8484,-1,15:30,-1,Unknown
VA,S,Non-Failure,11/12/2020,Hydrologic/Flooding,Overtopping,-1,-1,-1,unknown,Unknown,Unknown,-1,-1,-1,-1,-1,S,RE,R,N,15 ft,475.0,0,-1,38.0974,-76.8484,-1,-1,-1,Yes
VA,H,Non-Failure,2/7/2018,Deterioration or Poor Condition,Spillway Riser Failure,-1,-1,No,0,-1,-1,-1,-1,-1,Lake water was released through the internal pipe in the dam to the downstream and lake level was lowered. The dam didn't break. Fairfax County opened the low level drain and drained the lake to remove the hazard.,-1,-1,-1,-1,N,-1,-1.0,0,-1,0.0,0.0,-1,-1,-1,-1
TX,L,Non-Failure,5/5/1989,Hydrologic/Flooding,Overtopping,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,P,RE,-1,NR,25 ft,-1.0,0,1800,32.7257,-97.8913,-1,-1,-1,-1
NV,L,Failure,4/16/2019,Manmade Action,Overtopping,Insufficient Spillway Capacity,Other,No,0,0,0,0,Roads,Unknown,-1,500,P,RE,IP,NR,16 ft,500.0,50,1920,41.5823,-115.497,1963,-1,-1,Yes
MD,-1,Failure,1/1/2008,Unknown,Unknown,-1,-1,No,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,0,-1,0.0,0.0,-1,-1,-1,-1
CO,H,Non-Failure,9/12/2013,Seepage/Internal Erosion,Excessive/Increased Seepage,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,L,ER,S,Y,100 ft,1250.0,25,1996,39.8165,-105.53,-1,-1,-1,-1
SC,S,Non-Failure,9/16/2018,Hydrologic/Flooding,Overtopping,Erosion,Spillway Erosion/Head Cutting,No,0,0,0,0,Roads,-1,"The State issued an Emergency Order to require the dam owner immediately lower water level under direction of a licensed Professional Engineer, submit a detailed investigation by a licensed Professional Engineer, and submit a Plan of Action for the repair",-1,P,RE,R,Y,17 ft,53.0,7,1978,34.6732,-79.9104,-1,-1,-1,-1
CO,H,Non-Failure,6/17/2015,Hydrologic/Flooding,High Reservoir Level,-1,-1,Yes,-1,-1,-1,-1,-1,-1,-1,-1,U,MSVA,S,Y,221 ft,87227.0,874,1905,39.2083,-105.274,-1,-1,-1,-1
LA,L,Failure,8/26/2022,Seepage/Internal Erosion,Piping,Foundation Deficiency,Other,No,0,0,0,0,-1,$1 million to $5 million,-1,25000,L,RE,R,NR,25 ft,53000.0,3600,1943,32.4528,-92.1917,-1,12:00,2 days,Investigation
GA,H,Non-Failure,4/19/2019,Hydrologic/Flooding,Sinkhole,Insufficient Spillway Capacity,Spillway Pipe Failure,Yes,-1,Unknown,Unknown,Unknown,-1,Unknown,"Program required lake lowered 2' below NP and affected area taped off.  3"" pumps were employed.",-1,P,RE,R,Y,33 ft,34.4,2,1966,33.9951,-84.3639,-1,-1,-1,Yes
ME,H,Non-Failure,9/2/2022,Other,Accident Or Misoperation,-1,-1,No,-1,0,0,0,Other,Unknown,-1,-1,P,RE,HS,NR,30 ft,13900.0,480,1967,46.69,-67.8917,-1,-1,-1,Unknown
TX,L,Non-Failure,12/27/2015,Hydrologic/Flooding,Spillway Deficiency,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,L,RE,R,NR,31 ft,673.0,64,1924,32.6839,-95.7361,-1,-1,-1,-1
TN,-1,Failure,11/4/1912,Seepage/Internal Erosion,Piping,-1,-1,No,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,0,-1,0.0,0.0,-1,-1,-1,-1
NY,L,Non-Failure,8/28/2011,Hydrologic/Flooding,High Reservoir Level,-1,-1,Yes,-1,-1,-1,-1,-1,-1,-1,-1,P,CNCB,HC,NR,23 ft,875.0,89,1904,43.1185,-73.555,1990,-1,-1,-1
VT,L,Failure,7/10/2023,Hydrologic/Flooding,Unknown,-1,-1,No,0,0,0,0,Unknown,Unknown,-1,21,P,MSPG,O,NR,14 ft,21.0,3,0,44.3911,-72.331,-1,-1,-1,No
MD,L,Non-Failure,3/2/2020,Seepage/Internal Erosion,Spillway Pipe Failure,Piping,Sinkhole,No,0,0,0,0,-1,Unknown,Siphon installed and pool restricted until repairs,-1,-1,RE,R,NR,11 ft,28.0,3,1960,38.2835,-76.5378,-1,-1,3 months,No
ND,H,Non-Failure,4/8/2011,Hydrologic/Flooding,High Reservoir Level,-1,-1,No,-1,0,-1,0,-1,-1,-1,-1,L,RE,FR,Y,52 ft,1274.6,42,1967,46.6832,-98.0369,1968,-1,-1,-1
GA,H,Non-Failure,12/1/2015,Hydrologic/Flooding,Other,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,L,RE,R,N,19 ft,106.0,13,1967,33.5253,-84.3128,2006,-1,-1,-1
TX,L,Non-Failure,5/30/2015,Hydrologic/Flooding,Spillway Deficiency,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,L,RE,CPD,NR,51 ft,2750.0,20,1961,33.5346,-97.3762,-1,-1,-1,-1
TX,L,Non-Failure,5/30/2015,Hydrologic/Flooding,Spillway Deficiency,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,L,RE,C,NR,37 ft,3124.0,46,1965,33.4571,-97.3167,-1,-1,-1,-1
TX,L,Non-Failure,5/30/2015,Hydrologic/Flooding,Spillway Deficiency,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,LP,RE,C,NR,50 ft,2824.0,34,1961,33.3941,-97.2742,-1,-1,-1,-1
PA,S,Failure,05/04/1892,Unknown,Overtopping,-1,-1,No,-1,0,Unknown,Unknown,Other,$1 million to $5 million,RECONSTRUCTED IN 1905 AS CONCRETE GRAVITY DAM,-1,L,CNPG,R,Y,11 ft,782.0,118,1855,41.8247,-79.6856,2008,11:30:00 PM,3 DAYS,Yes
PA,S,Failure,5/23/1928,Hydrologic/Flooding,Overtopping,-1,-1,No,1,0,0,0,Roads,-1,REPAIRED BREACH AND RAISED EARTHFILL ABUTMENTS,-1,L,CNPG,R,Y,11 ft,782.0,118,1855,41.8247,-79.6856,2008,-1,1 DAY,-1
TX,H,Non-Failure,1/15/2012,Hydrologic/Flooding,Overtopping,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,P,RE,R,N,19 ft,350.0,25,1950,30.1127,-97.4648,-1,-1,-1,-1
NJ,L,Failure,6/1/2019,Hydrologic/Flooding,Overtopping,Insufficient Spillway Capacity,-1,No,0,0,0,0,Unknown,Unknown,-1,-1,L,RE,-1,NR,-1,-1.0,0,0,39.8364,-74.957,-1,-1,1 day,Unknown
TX,L,Non-Failure,8/29/2017,Hydrologic/Flooding,Spillway Erosion/Head Cutting,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,P,RE,P,NR,25 ft,520.0,37,1962,30.4391,-96.2221,-1,-1,-1,-1
OH,H,Non-Failure,6/9/2016,Deterioration or Poor Condition,Spillway Pipe Failure,-1,-1,No,0,0,0,0,-1,-1,-1,-1,P,RE,O,Y,47 ft,191.9,8,2003,39.8861,-81.3214,-1,-1,-1,Yes
VA,S,Non-Failure,6/3/2018,Hydrologic/Flooding,Overtopping,Erosion,-1,No,0,-1,-1,-1,-1,-1,-1,-1,P,RE,R,Y,24 ft,98.0,7,-1,38.0622,-78.5829,-1,-1,-1,-1
TX,L,Failure,6/10/2010,Hydrologic/Flooding,Overtopping,-1,-1,No,-1,0,-1,0,-1,-1,-1,-1,P,RE,R,NR,28 ft,324.0,172,1966,32.2792,-95.4188,-1,-1,-1,-1
TX,S,Non-Failure,1/1/2011,Seepage/Internal Erosion,Sinkhole,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,P,RE,IR,Y,29 ft,269.0,23,1962,32.5386,-95.7741,2002,-1,-1,-1
KY,-1,Failure,12/1/1981,Unknown,Unknown,-1,-1,No,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,0,-1,0.0,0.0,-1,-1,-1,-1
ME,S,Non-Failure,4/13/2022,Seepage/Internal Erosion,Sinkhole,-1,-1,No,-1,0,0,0,-1,Unknown,Dam inspector inspected. Owners hired engineer firm to draft repair plans.,-1,L,CN,HRS,Y,9 ft,1590.0,403,1900,44.2397,-70.0377,1962,-1,-1,Yes
TX,H,Non-Failure,1/1/1971,Structural Stability,Cracking,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,L,RE,ISRO,Y,90 ft,91680.0,1886,1966,32.0314,-99.4651,-1,-1,-1,-1
VA,H,Non-Failure,8/3/2018,Hydrologic/Flooding,Overtopping,-1,-1,Yes,0,-1,-1,-1,-1,-1,-1,-1,L,RE,CR,Y,35 ft,710.5,15,-1,37.4016,-79.184,-1,-1,-1,-1
SC,S,Failure,10/4/2015,Malfunction of Equipment/Gate,Debris Clogging,Insufficient Spillway Capacity,Overtopping,Yes,0,0,0,0,-1,$50 million to $100 million,Temp water supply pipes & pumps.  Cofferdam across canal.  Installed bulkheads upstream of headgates.,-1,L,REST,HS,Y,8 ft,800.0,265,1882,34.0333,-81.0665,-1,8:00 PM,-1,Yes
TX,H,Non-Failure,6/3/2024,Hydrologic/Flooding,Spillway Pipe Failure,-1,-1,Unknown,-1,0,0,0,-1,Unknown,"NRCS inspected, put up flags to monitor the erosion, on-site contractor for TX03358 monitored",-1,P,RE,IR,Y,24 ft,345.0,26,1905,32.9666,-96.8716,2017,-1,-1,Yes
CA,H,Non-Failure,4/20/2011,Seepage/Internal Erosion,Spillway Pipe Failure,Piping,-1,No,-1,0,-1,0,-1,-1,-1,-1,U,RE,IS,NR,24 ft,62.0,3,1963,37.3542,-121.793,-1,12:00 AM,-1,-1
TX,H,Non-Failure,4/4/2004,Hydrologic/Flooding,Overtopping,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,L,RE,I,N,22 ft,1113.0,100,1955,30.8747,-102.878,-1,-1,-1,-1
TX,H,Non-Failure,8/30/1986,Hydrologic/Flooding,Overtopping,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,L,RE,R,Y,19 ft,520.0,22,1914,32.2249,-101.471,1988,-1,-1,-1
