dam_name,incident_id,incident_description,named_hydrologic_event,additional_remarks_or_updates,nid_number,river_name,regulatory_agency_ies,information_sources,attachments
BUFFALO LAKE ROAD DAM 2,SD00407-2140,Based on news reports and SD Dam Safety info it appears that CMP spillways deteriorated and failed causing internal erosion and sink holes. High water in the lake exacerbated the erosion.,-1,The CMP Spillway was added about 25 years ago per SD Dam Safety. Attached photos from both dam 1 & 2.,SD00407,TR CHEYENNE,DENR,-1,Y
BULL RUN,PA00463-3212,THE TRASH RACK AND OUTLET PIPE WAS PARTIALLY CLOGGED AND DRY DAM WAS NOT DRAINING.,-1,"IN 2010, A PERMIT WAS ISSUED TO MODIFY THE OUTLET AND TRASH RACK.  COMPLETED AS PER 2012 INSPECTION.",PA00463,BULL RUN,PENNSYLVANIA DEPARTMENT OF ENVIRONMENTAL PROTECTION,PA Dam Safety,-1
BURLINGTON DAM #1,ND00275-962,"The Des Lacs River was at flood stage, causing the dam to be in danger of overtopping.  The dam was also experiencing piping in a couple of locations.",-1,"Approximately 200 were advised to evacuate (this number was reported in the news, but I don't have confirmation of this number).  The dam was only part of the reason these people were advised to evacuate - there was already major flooding occuring in the river.",ND00275,DES LACS RIVER,NDSWC,-1,-1
BURNT MILL POND DAM,NJ00632-1165,"overtopped, severe erosion of embankment near spillway",-1,-1,NJ00632,BURNT MILL BRANCH,NJDEP,-1,-1
BURTON LAKE DAM,OH01611-968,heavy rains overtopped the dam - no significant damage,-1,-1,OH01611,TRIBUTARY TO BRIDGE CREEK,DEPARTMENT OF NATURAL RESOURCES,-1,-1
BURTON LAKE DAM,OH01611-3266,Cloudy discharge from under spillway reported by downstream neighbor.,-1,-1,OH01611,TRIBUTARY TO BRIDGE CREEK,DEPARTMENT OF NATURAL RESOURCES,OH DNR,-1
BURWELL SUMTER DIVERSION DAM,NE01464-1225,The dam was overtopped but did not fail.,-1,This is a diversion dam used to divert water into an irrigation canal.  The NE DNR dam safety program does not have jurisdiction over diversion dams.,NE01464,NORTH LOUP RIVER,NE DNR,-1,-1
BUTTON ROCK,CO00171-2064,"Spillway flowing causing damage, report of dam in trouble,failing. Colorado Flooding of 9-13",-1,-1,CO00171,NORTH ST. VRAIN CREEK,DWR,-1,-1
BYLLESBY,VA03501-1540,"Severe storms caused water to flow over the dam and flashboards, causing the water pressure to build up to potentially unsafe levels behind the dams.  The flashboards are designed to give way but in this case, they needed to be removed by hand.",-1,"Pulaski County declared a state of emergency and issued mandatory evacuations in the Parrott, Belspring, Hiwassee, Delton, and Allisonia communities.  About 80 homes were contacted for evacuation.",VA03501,NEW RIVER,DCR,-1,Y
CADE LAKE NUMBER 3 DAM,TX04210-2798,S.S. FAILED,-1,-1,TX04210,SECOND DAVIDSON CREEK,TCEQ,TX DEQ,-1
CADE LAKE NUMBER 3 DAM,TX04210-2773,S.S. FAILED,-1,-1,TX04210,SECOND DAVIDSON CREEK,TCEQ,TX DEQ,-1
CADE LAKE NUMBER 3 DAM,TX04210-2756,S.S. FAILED,-1,-1,TX04210,SECOND DAVIDSON CREEK,TCEQ,TX DEQ,-1
CADE LAKE NUMBER 3 DAM,TX04210-2767,S.S. FAILED,-1,-1,TX04210,SECOND DAVIDSON CREEK,TCEQ,TX DEQ,-1
CADENHEAD DAM,TX07536-3292,PIPING FAILURE DID NOT BREACH THE DAM,-1,-1,TX07536,-1,-1,TCEQ,-1
CALLAWAY DAM,TX02133-2731,OVERTOPPING,-1,-1,TX02133,TR-LITTLE PIN OAK CREEK,TCEQ,TX DEQ,-1
CALVIN POWELL DAM,TX07162-3602,"slide on the downstream slope, 8 feet deep; seepage","Texas Severe Storms, Straight-line Winds, Tornadoes, and Flooding (DR-4781-TX)",-1,TX07162,UN TR-GRAND SALINE CR,TCEQ,TCEQ,-1
CAMP BRANCH ACRES DAM,TX07192-3605,rains eroded the emergency spillway draining the lake,-1,-1,TX07192,UNNAMED TR-TRINITY RIVER,TCEQ,TCEQ,-1
CAMP LA JUNTA DAM,TX09244-2736,OVERTOPPING,-1,-1,TX09244,SOUTH FORK GUADALUPE RIVER,TCEQ,TX DEQ,-1
CAMP VICTOR CONSERVATION CLUB,IN00000-142,-1,-1,precise date unknown.,IN00000,-1,-1,-1,-1
CAMPTON POND HYDRO DAM,NH00130-1143,"overtopping of the left side upstream training wall, earthen portion",Irene,"many mobile homes received flooding to the underneath areas, insulation etc. Mobile home community evacuated, Per fire chief 90 homes, 200 people Youtube video of the dam can be found with ""Campton dam"" search",NH00130,MAD RIVER,-1,-1,Y
CANTERBURY DAM,VA087002-3302,overtopping of dam/damage to road,-1,-1,VA087002,-1,DEPARTMENT OF CONSERVATION AND RECREATION,VA DCR,-1
CANTERBURY DAM,VA087002-3303,Dam experienced internal erosion away from edges and was subsequently excavated tor repair watermain break and later backfilled.,-1,-1,VA087002,-1,DEPARTMENT OF CONSERVATION AND RECREATION,VA DCR,-1
CANTON OLD CITY LAKE DAM,TX04400-2800,ANIMAL BURROWS,-1,-1,TX04400,TR-DRY CREEK,TCEQ,TX DEQ,-1
CANTRELL LAKE DAM,TX02805-3388,-1,-1,-1,TX02805,TR-HORSLEY CREEK,TCEQ,TX Dam Safety,-1
CANTRELL LAKE DAM,TX02805-3291,BREACHED,-1,-1,TX02805,TR-HORSLEY CREEK,TCEQ,TCEQ,-1
CANYON LAKE,SD00000-128,-1,-1,"237-238 killed - 33 from dam failure? $60-164 million in damages;  3,000 injured. The safety inspection and repair program was spurred by the collapse of a dam built & operated by the city  near Rapid City, S.D., in 1972. More than 200 persons died and d  Fatalities: 33 -",SD00000,-1,-1,-1,-1
CARDINAL LAKE DAM,GA00581-3343,"Flow through principal spillway displaced outlet end of pipe, creating hole in downstream slope.",-1,Auxiliary spillway was already in very poor condition. Program in process of reclassifying the dam.,GA00581,KNOX BRANCH,GA-SAFE DAMS PROGRAM,GA Safe Dams Program,-1
CAREVIC,WI01219-3566,Stoplog approx. 4 or 5 logs from the top of the riser failed.,-1,-1,WI01219,TRIB. TO DUCK CREEK,WIDNR,WI Dam Safety,-1
CARLIN,WI00000-182,-1,-1,"Four of the dams were state regulated, NID sized structures (Cushman, Carlin, Figor and Wyocena) while one was an unauthorized dam.  All of the failures were related to embankment breaches and resulted in total loss of the impoundments.  Three of the fail",WI00000,-1,-1,-1,-1
CARO DAM,MI00381-2060,structural failure of tainter gate due to deterioration,-1,-1,MI00381,CASS RIVER,Michigan DEQ,-1,-1
CAROL-JANE LAKE DAM,OH01062-2655,Two minor overtopping events for the dam. Severe erosion in the emergency spillway.,-1,-1,OH01062,TRIBUTARY TO WEST BRANCH ROCKY RIVER,DEPARTMENT OF NATURAL RESOURCES,OH DNR,-1
CAROLINA LAKE DAM,NC03561-961,Structural failure at base of aging and deteriorated CMP principal spillway riser drained reservoir through principal spillway barrel,-1,NOAA issued a flash flood warning in the area after consultation with local Emergency Management agency,NC03561,HERDS CREEK,-1,-1,-1
CARPENTER LAKE,PA00000-3236,OVERTOPPING RESULTED IN EROSION OF THE DOWNSTREAM FACE.,-1,CONCEPT APPROVED BY DEP IN 2007 BUT NO FOLLOW-UP SUBMISSION OF SIGNED & SEALED PLANS.,PA00000,TR MARTINS CREEK,PADEP,PA Dam Safety,-1
CARRIAGE HILLS #1/UPPER,CO00000-2127,"overtopped, erosion damage but not failure - Colorado Flooding of 9-13",-1,-1,CO00000,-1,-1,-1,-1
CARRIAGE HILLS #2/LOWER,CO00000-2128,Colorado Flooding of 9-13,-1,-1,CO00000,-1,-1,-1,Y
CARROLL,TN01703-2136,One of the two radial gates in the spillway gave way partially. The lake drained out under the bent gate.,-1,The left half of the dam overtopped briefly during this same time.,TN01703,CLEAR CREEK,TENN SAFE DAMS PRG,-1,Y
CARROLLWOOD LAKE 'A-C',TN15786-770,TN Safe Dams,-1,-1,TN15786,TRIB-FLETCHER CREEK,TENN SAFE DAMS PRG,-1,-1
CASA MONTE DAM,TX07035-2742,OVRTPG/UNDRMNG,-1,-1,TX07035,NUECES RIVER,N,TX DEQ,-1
CASCADE LAKE DAM,MD00042-3281,-1,-1,-1,MD00042,PATAPSCO RIVER-TR-EAST BRANCH,MD DAM SAFETY,MD DAM SAFETY,-1
CASSVILLE DAM,NJ00606-2864,"overtopped, embankment failure",Irene,County Road (embankment) closed,NJ00606,SMALL BRANCH TOMS RIVER,NJDEP,NJ DEP,-1
CASSVILLE DAM,NJ00000-1200,"overtopped, embankment failure",Irene,County Road (embankment) closed,NJ00000,SMALL BRANCH TOMS RIVER,NJDEP,-1,-1
CASTLEMAN CREEK WS SCS SITE 4 DAM,TX04507-2919,SLIDE,-1,-1,TX04507,TR-CASTLEMAN CREEK,TCEQ,-1,-1
CATARACT,WI12249-3564,"Sinkhole formed on top of the embankment, slightly downstream from the crest, approximately 65’ right of the bridge abutment. The hole was approximately 2.5’ deep x 3’ wide x 5.5’ long. Dye testing performed , no outlet detected.",-1,-1,WI12249,-1,-1,WI Dam Safety,-1
CEDAR BRIDGE DAM,NJ00000-1194,undermining of spillway,Irene,County road (embankment) closed,NJ00000,S. BRANCH METEDECONK-TR,NJDEP,-1,-1
CEDAR CREEK WS SCS SITE 137 DAM,TX02810-1257,"Dam overtopped, but did not fail.",-1,-1,TX02810,TR-LACY FORK,TCEQ,-1,-1
CEDAR CREEK WS SCS SITE 138 DAM,TX02811-1256,"Dam overtopped, but did not fail.",-1,-1,TX02811,TR-CANEY CREEK,TCEQ,-1,-1
CEDAR CREEK WS SCS SITE 87A DAM,TX03341-2701,SLIDE,-1,-1,TX03341,MUDDY CEDAR CREEK,TCEQ,TX DEQ,-1
CEDAR CREEK WS SCS SITE 9 DAM,TX00794-3595,Boils were noted near bore holes from construction project at the dam,"Texas Severe Storms, Straight-line Winds, Tornadoes, and Flooding (DR-4781-TX)","During NRCS inspection, flow through the emergency spillway was estimated at 6-8 inches deep",TX00794,TR-BRUSHY CREEK,TCEQ,TCEQ,-1
CEDAR SPRINGS,CO01767-2084,"overtopped, spillway and DS slope damage, Owner reported - Colorado Flooding of 9-13",-1,-1,CO01767,CEDAR CREEK,DWR,-1,-1
CENTERTON LAKE DAM,NJ00439-1183,overtopping resulting in severe erosion of embankment,-1,-1,NJ00439,MUDDY RUN,NJDEP,-1,-1
CENTRAL CROSSING DAM,VA101026-3400,Concrete spillway undermined and in danger of collapse,-1,-1,VA101026,TRIB TO MUNCUIN CREEK,DEPARTMENT OF CONSERVATION AND RECREATION,VA Dam Safety,-1
CHACON DAM,TX01783-2728,S.S. FAILED,-1,-1,TX01783,CHACON CREEK,N,TX DEQ,-1
"CHADSWOOD SWM POND, CROSS LAUREL DRIVE",MD00497-3086,CMP culverts failed (deterioration at invert) resulting in sinkholes and slumps on upstream slope.,-1,-1,MD00497,GREAT SENECA CREEK-TR,MD DAM SAFETY,MDE Dam Safety Program,-1
CHALFA DAM,WA00328-2265,Fire-swept Benson Creek watershed received from 0.4 to 0.9 inches of rain in a one-hour period. Debris partially blocked the spillway,-1,See attached incident report.,WA00328,TR-BENSON CREEK,"Washington, Dept of Ecology",-1,Y
CHANDLER'S MILL DAM,VA193011-3494,-1,-1,-1,VA193011,-1,DEPARTMENT OF CONSERVATION AND RECREATION,DEPARTMENT OF CONSERVATION AND RECREATION,-1
CHANDLER'S MILL DAM,VA193011-3543,"Partial Failure: Received at text at 3:43 pm from John Fogg Dam Safety Program Manager at Dept. of Wildlife Resources that a steel sheet pile broke loose at Chandler Mill Dam causing a controlled impoundment breach-release.  A stage III was called VDEM, NWS, VDOT and Westmoreland and Richmond County Emergency Management were notified along with DCR.  Photos sent.  Site is active construction site and equipment is high and dry.  Contractor on site",-1,-1,VA193011,-1,DEPARTMENT OF CONSERVATION AND RECREATION,VA Dam Safety,-1
CHANDLER'S MILL DAM,VA193011-3402,"4-5"" rain event caused overtopping, stage 3 emergency",-1,-1,VA193011,-1,DEPARTMENT OF CONSERVATION AND RECREATION,VA Dam Safety,-1
CHAPEL LAKE DAM,VA059015-3312,"Auxiliary (emergency) spillway erosion from heavy rainfall event in greater Lynchburg area on August 2-3, 2018. Dam did not fail.",-1,-1,VA059015,-1,DEPARTMENT OF CONSERVATION AND RECREATION,VA DCR,-1
CHARLES FROST DAM,TX06443-2782,OVERTOPPED,-1,-1,TX06443,PATRICK CREEK,N,TX DEQ,-1
CHARLESTON RESERVOIR,NV00038-3247,"There were modifications that were completed on the spillway and outlet, which reduced the capacity of this facility.  The dam failed during spring runoff due to this reduced capaicty.",-1,Damage was limited to ranch that uses the water during irrigation season and the county road downstream of the dam.,NV00038,BRUNEAU RIVER,NEVADA DWR,NV DWR,-1
CHARTWELL GOLF COURSE,MD00000-154,-1,-1,Chartwell Golf Course CMP spillway  collapsed after 45+ years of service.,MD00000,-1,-1,-1,-1
CHASE GULCH,CO02786-2072,new seepage reported; Colorado Flooding of 9-13,-1,-1,CO02786,CHASE GULCH,DWR,-1,-1
CHATHAM LAKE DAM,SC01869-3132,Heavy rainfall from Hurricane Florence caused dam to overtop. Primary spillway was clogged with debris prior to storm and low-level outlet was inoperable (valve stem missing).  Downstream slope failure from erosion at toe exposed core of dam.  Headcutting erosion at auxiliary spillway left an escarpment.,Hurricane Florence,Manor Road was temporarily closed until water level was lowered to a safe level.,SC01869,TR-THOMPSON CREEK,SC DHEC,SC Dam Safety,-1
CHEESMAN,CO00357-3023,unusual (above normal) spillway and outlet works discharges,-1,"EAP Level 1 activation - Due to unusual (above normal) spillway and outlet works discharges and threat to USFS, State and County infratructure (roads, bridges, campgrounds)",CO00357,SOUTH PLATTE RIVER,DWR,CO DWR,-1
CHENIERE BRAKE DAM,LA00009-3558,"Piping failure began on Aug. 26, 2022 and complete breach of the embankment occured on Aug. 27, 2022.",-1,-1,LA00009,CHENIERE CREEK,LA DOTD,LA Dam Safety,-1
CHEROKEE COUNTRY CLUB LAKE DAM # 2 MIDDLE LAKE,GA03845-3346,"Amid rampant rains, two sinkholes formed above spillway alignment on downstream slope.",-1,Temporarily repaired. Permanent repair plans are currently under Program review.,GA03845,UNKNOWN,GA-SAFE DAMS PROGRAM,GA Safe Dams Program,-1
CHRISTINA,ME00226-3518,"Dam owner opened the dam gates to lower ""dewater"" the reservoir based on comments by the acting state inspector. Dewater word was used but he meant lower to reduce the impoundment until requested repairs could be made",-1,Environmental impacts in migratory birds and some fish species.,ME00226,PRESTILE STREAM,MEMA,MEMA,-1
CITY OF GRAND SALINE DAM,TX02837-2902,PIPE FAILURE,-1,-1,TX02837,SIMMONS CREEK,TCEQ,-1,-1
CITY RESERVOIR,TN00000-203,-1,-1,-1,TN00000,-1,-1,-1,-1
CLARK MILLS UPPER,NY00120-1321,EAP has been activated because of high flows during Hurricane Irene,Irene,-1,NY00120,BATTENKILL RIVER,NYS DEC,-1,-1
Clarks Sawmill Dam,VT00000-3555,Full failure reported in days immediately following flood event.,July 2023 Flooding,Dam in preliminary removal study phase.,VT00000,Winooski River,VT DSP,VT Dam Safety,-1
Claude Johnson Dam,MD00000-3432,"Owner contacted MDE, 25'x10x7' sinkhole upstream. Nearly breached",-1,-1,MD00000,St. Marys River,MD Dam Safety,MD Dam Safety,-1
CLAUSEN SPRINGS DAM,ND00029-963,flow through the emergency spillway,-1,-1,ND00029,SPRING CREEK,NDSWC,-1,-1
CLAYTON COUNTY INTERNATIONAL PARK LAKE DAM,GA03698-3325,Concrete wall of a building built into the dam collapsed from heavy rainfall event in December.,-1,-1,GA03698,UNKNOWN,GA-SAFE DAMS PROGRAM,GA-SAFE DAMS PROGRAM,-1
CLEAR CREEK WS SCS SITE 45 DAM,TX00557-2689,SPILLWAY DAMAGE,-1,-1,TX00557,WHEAT CREEK,TCEQ,TX DEQ,-1
CLEAR CREEK WS SCS SITE 48 DAM,TX00527-2690,SPILLWAY DAMAGE,-1,-1,TX00527,GRASS HOPPER CREEK,TCEQ,TX DEQ,-1
CLEAR CREEK WS SCS SITE 50 DAM,TX00631-2699,SPILLWAY DAMAGE,-1,-1,TX00631,BUCK CREEK,TCEQ,TX DEQ,-1
CLEAR LAKE,PA00175-3185,FAILED DAM ADDED TO TITUSVILLE FLOOD 7 MI DS.  FLOOD CAUSED OIL SPILLS & FIRE DISASTER.,-1,"""10 SIMILAR DAMS IN OIL CREEK HEADWATERS ALSO FAILED"" NEARLY ALL OF TITUSVILLE WAS FLOODED & 1/3 OF IT DESTROYED BY FIRE.",PA00175,EAST BRANCH OIL CREEK,PENNSYLVANIA DEPARTMENT OF ENVIRONMENTAL PROTECTION,PA Dam Safety,-1
CLEAR LAKE,PA00175-3184,BREACHED 30 FT WIDE & 7 FT DEEP FROM OVERTOPPING LEFT ABUTMENT.,-1,NEWSPAPER REPORTED 1 DEATH OF 15-YR-OLD BOY WHO WAS SWIMMING D/S; BODY NOT FOUND.,PA00175,EAST BRANCH OIL CREEK,PENNSYLVANIA DEPARTMENT OF ENVIRONMENTAL PROTECTION,PA Dam Safety,-1
CLEAR SPRING LAKE DAM,TX02715-2713,"OVERTOPPING, DID NOT BREACH.  CONSIDERABLE SPILLWAY DAMAGE",-1,-1,TX02715,GREENS CREEK,TCEQ,TX DEQ,-1
Clement Lake Dam,NJ00000-3363,Heavy rainstorm caused overtopping failure of earthen embankment,-1,-1,NJ00000,Millard Creek,NJ DEP,NJ Dam Safety,-1
CLIFTY CREEK LAKE DAM,TX01858-3152,EMERGENCY SPILLWAY WASHED OUT,Harvey,-1,TX01858,CLIFTY CREEK,TCEQ,TX CEQ,-1
CLINE LAKE DAM,OH03060-3072,Separated joint at the downstream end of the PS.,-1,-1,OH03060,TRIBUTARY TO SENECA FORK WILLIS CREEK,DEPARTMENT OF NATURAL RESOURCES,OH DNR,-1
CLOVER DAM,VA003162-3297,"Overtopping of dam, severe erosion of downstream face of dam.",-1,-1,VA003162,TR-IVY CREEK,DEPARTMENT OF CONSERVATION AND RECREATION,VA DCR,-1
CLUB 13 LAKE DAM,TX00255-1232,Dam overtopped and failed,-1,-1,TX00255,TR-BUTLER CREEK,TCEQ,-1,-1
CLUB 20 LAKE DAM,TX02841-2714,SINKHOLE AT TOE WITH SEEPAGE,-1,-1,TX02841,TR-GRAND SALINE CREEK,TCEQ,TX DEQ,-1
COAL WASTE IMPOUNDMENT,KY00000-187,-1,-1,precise date unknown.  Fatalities: 1 - Nellie Woolums,KY00000,-1,-1,-1,-1
COCHNEWAGON,ME00314-3519,"Sinkhole reported, did not increase in size, under remediation.",-1,Dam owner is currently repairing. No public safety event occurred.,ME00314,MUD MILLS STREAM,MEMA,MEMA,-1
COLEMAN DAM,TX02152-2823,SETTLEMENT AND CRACKING,-1,-1,TX02152,JIM NED CREEK,TCEQ,TX DEQ,-1
COLLEGE LAKE DAM,VA680002-3310,"From overtopping and evacuation event on August 2-3, 2018. Dam did not fail.",-1,-1,VA680002,BLACKWATER CREEK - VAHU6 JM10 - BLACKWATER CREEK,DEPARTMENT OF CONSERVATION AND RECREATION,VA DCR,-1
COLUMBIA EMBANKMENT AND CANAL SPILLWAY,SC01064-3505,Breach of 125 yr old canal dike due to debris stuck beneath canal headgates prevent gate closure. Canal embankment overtopped and failed.,Hurricane Joaquin,No impact to Infracture. Loss of hydropower Threatened loss to municiple water supply.,SC01064,BROAD,FERC,ASDSO Decade Dam Series,-1
COLUMBIAN CLUB LAKE DAM,TX00834-3596,SWCD reported piping along the service spillway pipe with erosion up to 10-ft under the pipe cradle,"Texas Severe Storms, Straight-line Winds, Tornadoes, and Flooding (DR-4781-TX)",-1,TX00834,TR-HUTTON BRANCH,TCEQ,TCEQ,-1
COLUMBINE,CA00682-1382,leakage along continuous void below unencased spillway pipe leakage near exposed  spillway overflow pipe on downstream embankment face,-1,-1,CA00682,OFFSTREAM,Division of Safety of Dams,-1,-1
COMANCHE CREEK DAM,TX02127-2733,"OVERTOPPING, DID NOT BREACH",-1,-1,TX02127,COMANCHE CREEK,TCEQ,TX DEQ,-1
COMANCHE TRAIL LAKE DAM,TX03799-2791,OVERTOPPED,-1,-1,TX03799,BIG SPRING DRAW,TCEQ,TX DEQ,-1
CONFEDERATE HEIGHTS GOLF LAKE DAM,MS01294-3464,Erosion of auxiliary - headcut advanced up spillway and drained pool from normal pool elevation.,-1,-1,MS01294,-1,MS DEPARTMENT OF ENVIRONMENTAL QUALITY,MDEQ Dam Safety,-1
CONOWINGO,MD00097-3508,Difficult operation due to rapid runoff (rain on snow) and ice jams.,-1,-1,MD00097,SUSQUEHANNA RIVER,MD DAM SAFETY,ASDSO Decade Dam Series,-1
CONWAY SPORTS MAN'S CLUB LOWER DAM,PA01358-3179,"DURING DEP INSPECTION, EXCESSIVE SEEPAGE AND 4' DEEP SINKHOLE FOUND ON DOWNSTREAM EMBANKMENT",-1,REPAIR PLANS RECEIVED BY DEP ON 10/21/2008,PA01358,TR CONNOQUENESSING CREEK,PADEP,PA Dam Safety,-1
COOK POND DAM,SC01488-2621,Heavy rains-as much as 16 inches caused several dams to overtop and fail.,-1,-1,SC01488,TR-KELLY CREEK,SCDHEC,SC DHEC Website,-1
COON CREEK 21,WI00373-3337,High flows resulted in breach and failure of auxiliary spillway and abutment,-1,"Bridges, roads &culverts, farmstead outbuildings, sheds, private drives, cattle, fencing, equipment, RVs Abandoned house (rarely used when visiting property) knocked off foundation d/s of one of Coon Creek Dams. Report: http://www.co.monroe.wi.us/departments/land-conservation/ Activated EAP next morning after overnight failure",WI00373,TR RULLAND COULEE CREEK,WIDNR,WI DNR,-1
